0.0000000000000000e+00	3.6083626747131348e+00	3.6813023090362549e+00	-2.8526803970336914e+01	2.2831626892089844e+01	5.0000000009982386e+02	4.9999999996223119e+02
2.5000000000000001e-02	2.9259704734646594e+00	4.4197175476535051e+00	-2.6435725186009460e+01	3.6873399750098351e+01	5.0000000019987601e+02	-5.0000000021087936e+02
5.0000000000000003e-02	2.3989686984296950e+00	5.1484951227763407e+00	-1.5449213741926416e+01	1.9827941760694152e+01	4.9999999762624606e+02	-5.0000000021234007e+02
7.4999999999999997e-02	2.1679144854944963e+00	5.3462392726865176e+00	-2.9267028783583320e+00	-4.6236062135779630e+00	4.9999999545334254e+02	-5.0000000021420198e+02
1.0000000000000001e-01	2.2426117629381475e+00	4.9280458405451943e+00	8.3893327638456157e+00	-2.7843421692852520e+01	5.0000000019737053e+02	-1.6284535962310400e+01
1.2500000000000000e-01	2.4988121070763869e+00	4.1933739595570447e+00	1.2207737451253042e+01	-3.0736131343006239e+01	5.0000000019377688e+02	5.0000000020275354e+02
1.4999999999999999e-01	2.8134388687926521e+00	3.5572117694490730e+00	1.3402463926397045e+01	-2.0531569466263203e+01	5.0000000019811250e+02	5.0000000019780788e+02
1.7499999999999999e-01	3.1785807241380599e+00	3.1567541827694048e+00	1.5836766236969963e+01	-1.1624730983597212e+01	5.0000000011998031e+02	5.0000000021211622e+02
2.0000000000000001e-01	3.6047894995165666e+00	2.9705878980192080e+00	1.8266190209334276e+01	-3.3770044375564283e+00	5.0000000008853368e+02	5.0000000020390536e+02
2.2500000000000001e-01	4.0940755483489513e+00	2.9830382115276359e+00	2.0940134214734737e+01	4.3126334440280738e+00	-7.9341508578310410e+01	3.6215256886349486e+01
2.5000000000000000e-01	4.6064570197568511e+00	3.1001365094037383e+00	1.9996158308872442e+01	5.1749103386361259e+00	-5.0000000021238702e+02	-4.6756410035988762e+02
2.7500000000000002e-01	5.0733717617757916e+00	3.1317052989511365e+00	1.7341907359538716e+01	-2.6194268111260159e+00	-5.0000000021448375e+02	-3.5782169647040246e+02
2.9999999999999999e-01	5.4635212098161414e+00	3.0015230792951422e+00	1.3866995771006914e+01	-7.8319533235111978e+00	-5.0000000021114641e+02	-6.6400862649008232e+01
3.2500000000000001e-01	5.7399220614927655e+00	2.8283995074993675e+00	8.2532636429728399e+00	-5.9970609527848024e+00	-5.0000000021256477e+02	-4.3447132292611019e+02
3.4999999999999998e-01	5.9118002565572638e+00	2.5890732301785135e+00	5.5675605559275372e+00	-1.3168822823984778e+01	-4.9996760021731563e+02	9.4006622334209766e+01
3.7500000000000000e-01	5.9704144038327245e+00	2.3373084144771110e+00	-8.4748222548626906e-01	-6.8976416632483204e+00	-5.0000000021167011e+02	-4.9548242320478943e+02
4.0000000000000002e-01	5.9377430788246919e+00	2.0493171900893841e+00	-1.4497765211906137e+00	-1.6377829050154922e+01	-5.0000000020769363e+02	4.8708836683620564e+02
4.2499999999999999e-01	5.7876123462595954e+00	1.8559627277917223e+00	-1.0802828795719133e+01	1.0480740667708326e+00	-5.0000000020892702e+02	4.9814714503729340e+02
4.5000000000000001e-01	5.3886034921933481e+00	2.0944597280854040e+00	-2.1193577749312610e+01	1.7471828196323063e+01	-5.0000000005479552e+02	1.1576050525742983e+02
4.7499999999999998e-01	4.7679032438899345e+00	2.5749019584885842e+00	-2.8535064698446497e+01	2.0756878004567291e+01	-1.2082975298906947e-10	1.5163461793283459e-09
5.0000000000000000e-01	4.0481562614440918e+00	3.0580203533172607e+00	-2.8948480606079102e+01	1.8442459106445312e+01	-1.2082975298906947e-10	1.5163461793283459e-09
