28.927,1,3.3569,-0.3102,1.6599
55.048,1,3.3569,-0.3102,1.6599
75.449,1,3.3569,-0.3102,1.6599
88.931,0,3.3569,-0.3102,1.6599
123.59,0,-1.0787,0.25397,-0.55104
14.174,0,0.22321,-1.3298,2.257
15.097,0,1.6465,-0.14221,2.48
34.415,1,2.8997,-0.074861,0.47724
70.766,0,2.8997,-0.074861,0.47724
224.88,1,-0.83381,-1.2727,-1.3057
473.94,0,-0.83381,-1.2727,-1.3057
11.566,1,4.372,4.6147,3.1578
460.65,1,2.3812,2.7968,1.2861
10.453,1,3.1208,-1.331,0.020263
21.491,1,3.1208,-1.331,0.020263
33.725,0,3.1208,-1.331,0.020263
87.92,1,-0.76174,0.21654,0.71326
194.47,0,-0.76174,0.21654,0.71326
344.8,1,0.80008,1.3371,0.32679
730.44,0,0.80008,1.3371,0.32679
93.496,0,1.8384,0.016268,0.60436
162.43,1,-0.15405,1.2729,-0.67858
301.7,1,-0.15405,1.2729,-0.67858
12.574,1,1.8968,1.1707,0.2835
23.754,1,1.8968,1.1707,0.2835
32.541,0,1.8968,1.1707,0.2835
38.389,0,1.8968,1.1707,0.2835
41.483,0,1.8968,1.1707,0.2835
42.854,0,1.8968,1.1707,0.2835
52.149,1,2.5192,3.636,-0.26794
115.73,1,2.5192,3.636,-0.26794
199.01,1,2.5192,3.636,-0.26794
308.7,0,2.5192,3.636,-0.26794
10.772,1,2.5959,4.3067,3.0274
11.775,1,2.5959,4.3067,3.0274
12.635,0,2.5959,4.3067,3.0274
13.357,0,2.5959,4.3067,3.0274
13.955,1,2.5959,4.3067,3.0274
14.452,1,2.5959,4.3067,3.0274
14.875,1,2.5959,4.3067,3.0274
15.258,1,2.5959,4.3067,3.0274
15.638,0,2.5959,4.3067,3.0274
16.059,0,2.5959,4.3067,3.0274
465.69,0,-0.10979,4.3437,2.5081
144.07,0,1.545,-1.0532,-0.18175
13.864,1,-1.2743,3.8978,4.5363
28.101,1,-1.2743,3.8978,4.5363
42.769,0,-1.2743,3.8978,4.5363
17.573,0,3.8528,1.403,4.5032
24.261,0,3.8528,1.403,4.5032
62.2,1,3.8263,3.3236,-1.3127
126.18,0,3.8263,3.3236,-1.3127
361.41,0,4.5445,2.5123,-0.31102
32.618,1,3.9096,4.0805,1.0805
77.42,1,3.9096,4.0805,1.0805
150.37,0,3.9096,4.0805,1.0805
613.96,1,-0.0030527,2.3045,2.8659
98.944,1,2.657,4.5139,-0.97268
336.62,0,0.90605,2.518,-0.89318
10.995,1,0.87282,1.2495,-0.073013
569.2,0,0.38898,2.2618,2.9246
32.278,1,-1.1841,1.961,4.437
75.563,0,-1.1841,1.961,4.437
469.34,1,-0.95529,1.26,3.1752
18.603,1,1.1078,-0.74213,3.9922
36.184,1,1.1078,-0.74213,3.9922
51.866,1,1.1078,-0.74213,3.9922
65.288,0,1.1078,-0.74213,3.9922
186.53,1,0.79346,0.90988,1.3168
334.06,0,0.79346,0.90988,1.3168
17.135,0,-0.053293,-0.79981,-0.324
101.58,1,3.8341,3.7411,4.1946
199.41,0,3.8341,3.7411,4.1946
328.2,0,-1.528,3.2054,-1.3396
370.69,1,2.0209,2.1205,-0.40539
60.042,0,3.9053,3.7124,-0.39521
93.098,0,-0.68868,1.7739,1.014
83.346,0,4.5852,0.045899,2.5364
298.01,1,3.4899,1.3155,-1.2354
106.97,0,4.1338,1.8132,1.5571
36.343,0,0.84326,1.2967,0.75065
89.893,0,-1.0586,0.6612,4.3374
19.013,1,-1.4973,2.4232,4.1593
35.555,1,-1.4973,2.4232,4.1593
48.655,1,-1.4973,2.4232,4.1593
57.979,0,-1.4973,2.4232,4.1593
64.045,0,-1.4973,2.4232,4.1593
16.89,0,2.5246,3.7354,2.7764
69.869,1,-0.51572,1.1357,-0.6677
36.802,1,2.2333,0.72272,-0.19609
12.87,0,0.78996,0.22912,-0.28797
13.809,1,-0.79092,4.005,1.5901
27.62,1,-0.79092,4.005,1.5901
41.226,0,-0.79092,4.005,1.5901
54.22,0,-0.79092,4.005,1.5901
57.473,1,0.91398,2.9062,-0.31307
101,0,0.91398,2.9062,-0.31307
68.321,1,3.2802,1.7042,4.5522
130.79,0,3.2802,1.7042,4.5522
83.98,0,0.25869,1.3828,4.0143
12.853,1,2.6958,-1.0833,0.15972
33.556,1,2.6958,-1.0833,0.15972
144.26,0,3.3268,1.4226,1.5554
13.553,0,3.0858,3.753,1.0862
57.453,1,3.193,-0.91872,1.6576
116.24,0,3.193,-0.91872,1.6576
123.95,1,2.6525,3.429,0.0079305
177.25,0,2.3305,0.53142,3.0282
68.965,1,4.4367,0.93844,3.699
12.792,1,2.9114,-0.98839,-0.31273
24.043,1,3.3827,0.36699,4.1624
28.372,1,4.3336,3.9278,-0.91839
55.813,1,4.3336,3.9278,-0.91839
80.409,1,4.3336,3.9278,-0.91839
350.48,1,4.6847,1.9407,0.4507
690.84,0,4.6847,1.9407,0.4507
71.395,1,4.3208,2.4249,0.47168
66.026,1,4.0017,0.47656,4.0821
36.93,0,0.48259,0.3143,-0.10457
22.554,1,-1.1689,-0.24235,3.5063
43.756,0,-1.1689,-0.24235,3.5063
15.042,1,0.35864,3.5899,-1.2039
54.168,0,0.35864,3.5899,-1.2039
10.73,1,2.6181,3.306,3.8393
850.95,1,-0.40041,0.1844,-0.19098
207.45,1,4.6404,0.39256,0.56851
