0.000000000000000000e+00,1.000000000000000000e+00,-5.836226703296932827e-01,-5.837737390246648950e-01,-1.197007900475112185e+00,-3.748722082521152577e-01
0.000000000000000000e+00,1.000000000000000000e+00,-2.308771286551372093e-01,-4.219928637049736864e-01,-4.120998954103960443e-01,-1.560749546851742664e-01
0.000000000000000000e+00,1.000000000000000000e+00,2.689597434820261146e-01,7.337957872333833453e-01,1.295654497398868843e+00,7.535949103570929175e-01
0.000000000000000000e+00,1.000000000000000000e+00,-4.927721407969776202e-01,-1.153366145400867238e+00,4.382249628325388002e+00,-1.131448800415825184e+00
0.000000000000000000e+00,1.000000000000000000e+00,-7.964482474009459967e-01,1.540588421068597613e+00,-1.345414646610425757e+00,-4.171980285914032027e-01
0.000000000000000000e+00,1.000000000000000000e+00,-4.030186169807332686e-01,4.511891867887275254e+00,3.294004183593065349e+00,2.984230158147318512e+00
4.052887595304011659e-01,1.000000000000000000e+00,-4.030186169807332686e-01,4.511891867887275254e+00,3.294004183593065349e+00,2.984230158147318512e+00
7.456721522765825672e-01,1.000000000000000000e+00,-4.030186169807332686e-01,4.511891867887275254e+00,3.294004183593065349e+00,2.984230158147318512e+00
1.030886153560926832e+00,1.000000000000000000e+00,-4.030186169807332686e-01,4.511891867887275254e+00,3.294004183593065349e+00,2.984230158147318512e+00
1.268916468094862138e+00,1.000000000000000000e+00,-4.030186169807332686e-01,4.511891867887275254e+00,3.294004183593065349e+00,2.984230158147318512e+00
1.466768802233415325e+00,0.000000000000000000e+00,-4.030186169807332686e-01,4.511891867887275254e+00,3.294004183593065349e+00,2.984230158147318512e+00
1.630996996380022379e+00,0.000000000000000000e+00,-4.030186169807332686e-01,4.511891867887275254e+00,3.294004183593065349e+00,2.984230158147318512e+00
1.768052423174318433e+00,0.000000000000000000e+00,-4.030186169807332686e-01,4.511891867887275254e+00,3.294004183593065349e+00,2.984230158147318512e+00
3.174661503113139549e+00,0.000000000000000000e+00,-4.030186169807332686e-01,4.511891867887275254e+00,3.294004183593065349e+00,2.984230158147318512e+00
3.476738426436989382e+00,0.000000000000000000e+00,-4.030186169807332686e-01,4.511891867887275254e+00,3.294004183593065349e+00,2.984230158147318512e+00
3.835779276461200649e+00,0.000000000000000000e+00,-4.030186169807332686e-01,4.511891867887275254e+00,3.294004183593065349e+00,2.984230158147318512e+00
4.258617101984835784e+00,0.000000000000000000e+00,-4.030186169807332686e-01,4.511891867887275254e+00,3.294004183593065349e+00,2.984230158147318512e+00
0.000000000000000000e+00,1.000000000000000000e+00,-1.277529435406848268e+00,4.768078208214558966e-01,8.735615632226509941e-01,2.978902859093956468e-01
0.000000000000000000e+00,1.000000000000000000e+00,3.463512016527630522e+00,-1.093871830658975197e+00,4.620259434368935381e+00,5.579063367383748862e+00
0.000000000000000000e+00,1.000000000000000000e+00,3.269812776431824553e+00,-1.097040951978712320e+00,6.843409573510179644e-01,2.573237405337511219e-01
0.000000000000000000e+00,1.000000000000000000e+00,4.758870778628734310e-01,3.008862369399515124e+00,2.432344260279644566e+00,7.930823454992758093e-01
0.000000000000000000e+00,1.000000000000000000e+00,3.267913987014189559e+00,1.531936997104537346e+00,1.713176249770822279e+00,3.031242571355977633e-01
0.000000000000000000e+00,1.000000000000000000e+00,1.624476153770036957e+00,4.123460677987794476e+00,5.671000043836471605e-04,-6.753628877057874513e-01
5.634754990977364209e-01,1.000000000000000000e+00,1.624476153770036957e+00,4.123460677987794476e+00,5.671000043836471605e-04,-6.753628877057874513e-01
0.000000000000000000e+00,1.000000000000000000e+00,4.262072349476461852e+00,3.500611360925350191e+00,2.406328774493544209e+00,8.056648400351024142e-01
0.000000000000000000e+00,1.000000000000000000e+00,4.051589536777382428e+00,4.309183652809327469e-01,-8.715207300663146972e-01,-4.442884774006350401e-01
0.000000000000000000e+00,1.000000000000000000e+00,1.053526135181628076e+00,-1.696939516447903973e-01,-8.100573192708904191e-01,-2.132632789946013463e-01
