2.353304971691044134e+00,5.973514161360216512e+00,1.391963650868430591e+01,5.919509051822196000e+00,2.353304971691044134e+00,5.973514161360216512e+00,1.391963650868430591e+01,5.919509051822196000e+00
4.448951217224887955e+00,1.293361921151079397e-01,2.819459112971966164e+01,1.994655844802530709e+01,4.448951217224887955e+00,1.293361921151079397e-01,2.819459112971966164e+01,1.994655844802530709e+01
2.713990594641554122e+00,1.829846654714880838e+00,6.711173683342771312e+00,-2.163036836087749037e+01,2.713990594641554122e+00,1.829846654714880838e+00,6.711173683342771312e+00,-2.163036836087749037e+01
3.231030267886150220e+00,3.722250514833114643e+00,-2.721297523680013697e+01,6.452691114086299251e+00,3.231030267886150220e+00,3.722250514833114643e+00,-2.721297523680013697e+01,6.452691114086299251e+00
1.913944758834716708e+00,6.136919916460805702e-01,1.105398159072941411e+01,-3.590850375623922730e+00,1.913944758834716708e+00,6.136919916460805702e-01,1.105398159072941411e+01,-3.590850375623922730e+00
4.162750282731995100e+00,1.958538453370124888e+00,1.204081270668648784e+00,2.802616760596777112e+00,4.162750282731995100e+00,1.958538453370124888e+00,1.204081270668648784e+00,2.802616760596777112e+00
4.162750282731995100e+00,1.958538453370124888e+00,1.204081270668648784e+00,2.802616760596777112e+00,4.194735291633273633e+00,2.023432457242030136e+00,1.348488435597471113e+00,2.396839828095611136e+00
4.162750282731995100e+00,1.958538453370124888e+00,1.204081270668648784e+00,2.802616760596777112e+00,4.229880949496609865e+00,2.078742718691498848e+00,1.457647609959166646e+00,2.034721387885803701e+00
4.162750282731995100e+00,1.958538453370124888e+00,1.204081270668648784e+00,2.802616760596777112e+00,4.267358714278466358e+00,2.125485618556274936e+00,1.535742005281303557e+00,1.710774595346014282e+00
4.162750282731995100e+00,1.958538453370124888e+00,1.204081270668648784e+00,2.802616760596777112e+00,4.306443223362844464e+00,2.164574148416652299e+00,1.586865933107164173e+00,1.422028091426696061e+00
4.162750282731995100e+00,1.958538453370124888e+00,1.204081270668648784e+00,2.802616760596777112e+00,4.346511015873697481e+00,2.196868482191167704e+00,1.615073362192798845e+00,1.167101655316449715e+00
4.162750282731995100e+00,1.958538453370124888e+00,1.204081270668648784e+00,2.802616760596777112e+00,4.387038855693621286e+00,2.223207372524777181e+00,1.624312485265868577e+00,9.455749272981166520e-01
4.162750282731995100e+00,1.958538453370124888e+00,1.204081270668648784e+00,2.802616760596777112e+00,4.427599801529319201e+00,2.244426374077522546e+00,1.618320943470402895e+00,7.575529639621627620e-01
4.162750282731995100e+00,1.958538453370124888e+00,1.204081270668648784e+00,2.802616760596777112e+00,4.794252426740801987e+00,2.363071951675174365e+00,1.311712708489688683e+00,7.624592614310804484e-01
4.162750282731995100e+00,1.958538453370124888e+00,1.204081270668648784e+00,2.802616760596777112e+00,4.826893873475179397e+00,2.384387156874582026e+00,1.301526015233494427e+00,9.481847839908249531e-01
