[	0.0000000000000000e+00	4.3981418276821012e+02	-1.2851704012112268e+02	]
[	2.5000000000000001e-02	-2.8445678913871336e+02	4.9891934593704576e+02	]
[	5.0000000000000003e-02	4.9982222942739031e+02	4.9831470544961144e+02	]
[	7.4999999999999997e-02	5.0000000010630862e+02	-5.0000000010630919e+02	]
[	1.0000000000000001e-01	1.1968178947928796e+02	-7.5769278121788403e+01	]
[	1.2500000000000000e-01	5.0000000010630862e+02	-5.0000000010630862e+02	]
[	1.4999999999999999e-01	-4.9997929364385686e+02	-1.6407263374540000e+02	]
[	1.7499999999999999e-01	-5.0000000010630862e+02	5.0000000010630862e+02	]
[	2.0000000000000001e-01	5.0000000010630862e+02	-3.6739708254196381e+02	]
[	2.2500000000000001e-01	4.9998731825712042e+02	-5.0000000010630862e+02	]
[	2.5000000000000000e-01	-4.9995023735404646e+02	-4.9979437953949878e+02	]
[	2.7500000000000002e-01	-5.0000000010630862e+02	4.9966355423057956e+02	]
[	2.9999999999999999e-01	-5.0000000010630862e+02	4.9999997304216214e+02	]
[	3.2500000000000001e-01	-3.8018230706951061e+02	-5.0000000010630862e+02	]
[	3.4999999999999998e-01	-4.9065728504252019e+02	5.0000000010630862e+02	]
[	3.7500000000000000e-01	-5.0000000010630856e+02	5.0000000010630862e+02	]
[	4.0000000000000002e-01	2.0786066829513885e+02	4.9909002791838310e+02	]
[	4.2499999999999999e-01	5.0000000010630862e+02	-5.0000000010630862e+02	]
[	4.5000000000000001e-01	5.0000000010630862e+02	-5.0000000010630862e+02	]
[	4.7499999999999998e-01	5.0000000010630862e+02	-5.0000000010630862e+02	]
[	5.0000000000000000e-01	5.0000000010630862e+02	-5.0000000010630862e+02	]
