[	0.0000000000000000e+00	6.8031185865402222e-01	1.3391017913818359e+00	2.8804172515869141e+01	1.3237926483154297e+01	]
[	2.5000000000000001e-02	1.4974776094835089e+00	1.3177153133973913e+00	3.5398813160486959e+01	-1.4371179798083110e+01	]
[	5.0000000000000003e-02	2.3336785563716602e+00	8.9650305752666992e-01	3.1249864477958429e+01	-1.8172837511602555e+01	]
[	7.4999999999999997e-02	3.0352959759318883e+00	5.0714086148233117e-01	2.4673554120036449e+01	-1.1813021306054592e+01	]
[	1.0000000000000001e-01	3.5770666361055428e+00	3.0110222607200210e-01	1.8566796600993214e+01	-4.1789419883857262e+00	]
[	1.2500000000000000e-01	3.9617850303055584e+00	3.1012424825479212e-01	1.2218308260158826e+01	4.9802243499115404e+00	]
[	1.4999999999999999e-01	4.2151892474041679e+00	4.8373990582068310e-01	8.0955867801265029e+00	8.8589059375780685e+00	]
[	1.7499999999999999e-01	4.4309133011527990e+00	5.8361074908463439e-01	9.0512622551039765e+00	-7.4157119281685557e-01	]
[	2.0000000000000001e-01	4.6841233610449962e+00	3.9871151164366564e-01	1.1216118311996015e+01	-1.4085167912051370e+01	]
[	2.2500000000000001e-01	4.8529734275557983e+00	2.4170231614052853e-01	2.2567383573341377e+00	1.6747095227572293e+00	]
[	2.5000000000000000e-01	4.8406700136045604e+00	3.7563803002147073e-01	-3.2254743005802022e+00	9.0006027820695085e+00	]
[	2.7500000000000002e-01	4.7261971907369302e+00	6.0008118348337258e-01	-5.9418271252684054e+00	8.9219560760131014e+00	]
[	2.9999999999999999e-01	4.5326415889930427e+00	8.6671189596401976e-01	-9.5221864141763781e+00	1.2257941367141880e+01	]
[	3.2500000000000001e-01	4.3408845614450264e+00	1.0547970372513895e+00	-5.8636293890816811e+00	2.9485080275625579e+00	]
[	3.4999999999999998e-01	4.1716803606018757e+00	1.1966744525195943e+00	-7.6564593325515728e+00	8.3262288140560408e+00	]
[	3.7500000000000000e-01	3.9024130582252816e+00	1.5506408653687402e+00	-1.3771972966444592e+01	1.9500472296278470e+01	]
[	4.0000000000000002e-01	3.5041285290871427e+00	2.1436295843154056e+00	-1.7983723630728786e+01	2.7539057763365296e+01	]
[	4.2499999999999999e-01	3.0613402960844955e+00	2.8792629461651966e+00	-1.7316679634465633e+01	3.1572593409529098e+01	]
[	4.5000000000000001e-01	2.6850613171063737e+00	3.6834769707191248e+00	-1.3017983504112390e+01	3.3151380589743077e+01	]
[	4.7499999999999998e-01	2.4102099425048071e+00	4.4897900583241555e+00	-9.3021672131832212e+00	3.1441237253992924e+01	]
[	5.0000000000000000e-01	2.2452855110168457e+00	5.1640148162841797e+00	-3.6109714508056641e+00	2.1823326110839844e+01	]
