[	0.0000000000000000e+00	5.7693686485290527e+00	3.3088092803955078e+00	-2.4960666656494141e+01	-2.7858753204345703e+00	]
[	2.5000000000000001e-02	5.1658181337863400e+00	3.3639883511834094e+00	-2.3255824785901630e+01	7.1846978365176764e+00	]
[	5.0000000000000003e-02	4.6146582652231620e+00	3.6674035740204891e+00	-2.0803917801898013e+01	1.7215563312266340e+01	]
[	7.4999999999999997e-02	4.1581110045298377e+00	4.1185580635636168e+00	-1.5817484924571767e+01	1.8827772685562792e+01	]
[	1.0000000000000001e-01	3.7944688098815957e+00	4.6691875453681719e+00	-1.3579448693729372e+01	2.5378358631042445e+01	]
[	1.2500000000000000e-01	3.4314581214109179e+00	5.4787230777383309e+00	-1.6101804273144698e+01	4.0248093377977419e+01	]
[	1.4999999999999999e-01	3.1724613104927322e+00	6.1778567693467856e+00	-3.9537003745001220e+00	1.4260329822668945e+01	]
[	1.7499999999999999e-01	3.1638044148168749e+00	6.2831800000002529e+00	3.2688865868434025e+00	-5.8481640642564461e+00	]
[	2.0000000000000001e-01	3.2104694523194284e+00	6.1377571648642624e+00	4.5950860090033058e-01	-5.7806766508576182e+00	]
[	2.2500000000000001e-01	3.2433330650592564e+00	5.8466652803839230e+00	2.0608772559014690e+00	-1.7350994893556692e+01	]
[	2.5000000000000000e-01	3.1347740893587943e+00	5.7305271786870451e+00	-1.0645614358996470e+01	7.9881330252314537e+00	]
[	2.7500000000000002e-01	2.8921846991148845e+00	5.7796425946950976e+00	-8.8183715282442456e+00	-4.0223691223782660e+00	]
[	2.9999999999999999e-01	2.8300997433539221e+00	5.3444266383589865e+00	3.1863121684934863e+00	-2.9747516608350033e+01	]
[	3.2500000000000001e-01	2.7242835116770423e+00	4.9452042431462999e+00	-1.1090537998370436e+01	-3.0021094677153277e+00	]
[	3.4999999999999998e-01	2.2912059487797221e+00	5.1960506527712198e+00	-2.3558311399338677e+01	2.3907818280109556e+01	]
[	3.7500000000000000e-01	1.7928049680749083e+00	5.6831826147158431e+00	-1.6165370496809835e+01	1.4118494897713791e+01	]
[	4.0000000000000002e-01	1.5589610044417042e+00	5.6916658086733367e+00	-2.6298639610956172e+00	-1.3555156184981003e+01	]
[	4.2499999999999999e-01	1.5391176780102807e+00	5.3124187186872760e+00	9.8998972645838812e-01	-1.6661880992729948e+01	]
[	4.5000000000000001e-01	1.5584906800311207e+00	5.0001287953698688e+00	7.7674063191933773e-01	-8.5758228881663623e+00	]
[	4.7499999999999998e-01	1.6004901131969882e+00	4.6365619287728697e+00	2.2046496288203437e+00	-2.0069455952138419e+01	]
[	5.0000000000000000e-01	1.5712877511978149e+00	4.1947989463806152e+00	-4.6123371124267587e+00	-1.5374991416931152e+01	]
