[	0.0000000000000000e+00	-5.0000000000000000e+02	-2.1411109757845171e+02	]
[	2.5000000000000001e-02	-5.0000000000000000e+02	-2.3401538525315536e+02	]
[	5.0000000000000003e-02	-5.0000000000000000e+02	4.6997647021560130e+02	]
[	7.4999999999999997e-02	-5.0000000000000000e+02	-5.0000000000000000e+02	]
[	1.0000000000000001e-01	-5.0000000000000000e+02	1.9084095191434579e+02	]
[	1.2500000000000000e-01	-5.0000000000000000e+02	-3.2986759258710163e+02	]
[	1.4999999999999999e-01	-5.0000000000000000e+02	-5.0000000000000000e+02	]
[	1.7499999999999999e-01	-5.0000000000000000e+02	-5.0000000000000068e+02	]
[	2.0000000000000001e-01	-2.9258519523213823e+02	5.0000000000000000e+02	]
[	2.2500000000000001e-01	-4.6758684603863401e+02	3.7066891442998423e+02	]
[	2.5000000000000000e-01	-5.0000000000000000e+02	-4.8993966123341238e+02	]
[	2.7500000000000002e-01	4.3366113642186110e+02	-5.0000000000000000e+02	]
[	2.9999999999999999e-01	-4.0610312355265791e+01	-5.0000000000000000e+02	]
[	3.2500000000000001e-01	-2.4849904973927855e+02	3.9575258676938870e+02	]
[	3.4999999999999998e-01	-5.0000000000000000e+02	2.1462803375528998e+02	]
[	3.7500000000000000e-01	5.0000000000000000e+02	5.0000000000000000e+02	]
[	4.0000000000000002e-01	-5.0000000000000000e+02	2.6885913878490322e+02	]
[	4.2499999999999999e-01	-1.3905405188844387e+02	3.0562341549027207e+02	]
[	4.5000000000000001e-01	1.9520286011282124e+02	-5.0000000000000000e+02	]
[	4.7499999999999998e-01	1.5773492614458721e+02	5.0000000000000000e+02	]
[	5.0000000000000000e-01	1.5773492614458721e+02	5.0000000000000000e+02	]
