[	0.0000000000000000e+00	4.8560272100261733e+02	-4.9680714531540912e+02	]
[	2.5000000000000001e-02	4.9450937972397679e+02	1.4058875210463000e+02	]
[	5.0000000000000003e-02	4.8622471757047759e+02	2.6713361489109479e+02	]
[	7.4999999999999997e-02	4.9843985612044958e+02	3.4619722653691423e+02	]
[	1.0000000000000001e-01	4.4847436886965892e+02	4.8892074916683134e+02	]
[	1.2500000000000000e-01	8.3547641645878343e+01	1.0549481684536377e+02	]
[	1.4999999999999999e-01	1.3832118490799353e+01	2.3697867593772324e+02	]
[	1.7499999999999999e-01	4.9280374735753128e+02	2.6958190381111774e+02	]
[	2.0000000000000001e-01	3.8831662213754299e+02	4.4762138912481106e+02	]
[	2.2500000000000001e-01	1.1987999683255943e+02	-3.9548486004086634e+01	]
[	2.5000000000000000e-01	2.7449268344807632e+02	-1.9492171575862636e+02	]
[	2.7500000000000002e-01	3.1007484838917640e+02	-2.1018040449866365e+02	]
[	2.9999999999999999e-01	-2.3546165778597589e+02	4.9999999999999926e+02	]
[	3.2500000000000001e-01	-2.3880158129277413e+02	1.4674433318935138e+02	]
[	3.4999999999999998e-01	-1.5451831594210933e+02	2.5976671624788065e+02	]
[	3.7500000000000000e-01	2.4211783108462643e+02	-4.6826208538194567e+02	]
[	4.0000000000000002e-01	-3.9841566834415102e+02	1.1622130005084834e+02	]
[	4.2499999999999999e-01	-2.4454081598241200e+02	2.0241351632641479e+02	]
[	4.5000000000000001e-01	-1.8468965676311277e+02	1.1925767513624864e+02	]
[	4.7499999999999998e-01	1.5294490710726185e+01	-2.5285424125853680e+02	]
[	5.0000000000000000e-01	1.5294490710726185e+01	-2.5285424125853680e+02	]
