[	0.0000000000000000e+00	1.9286236763000488e+00	5.7220840454101562e+00	1.7536380767822266e+01	-1.0575828552246094e+01	]
[	2.5000000000000001e-02	2.3727863847220005e+00	5.3646064310721098e+00	1.7932397299645721e+01	-1.7778652734468047e+01	]
[	5.0000000000000003e-02	2.6597667589672400e+00	5.2596328577382296e+00	4.9688250979149773e+00	8.9720519402468479e+00	]
[	7.4999999999999997e-02	2.7927472771215207e+00	5.3508479494316896e+00	5.8430019505583317e+00	-1.8807973987123325e+00	]
[	1.0000000000000001e-01	2.9541524859278123e+00	5.1640746940782849e+00	6.9882277535453854e+00	-1.2921011845595549e+01	]
[	1.2500000000000000e-01	3.1314476084635903e+00	4.7190809417815043e+00	6.8460008518435203e+00	-2.2292114459619558e+01	]
[	1.4999999999999999e-01	3.2094159659491157e+00	4.2677816032575429e+00	-5.6875650165811753e-01	-1.4143410732673873e+01	]
[	1.7499999999999999e-01	3.1593253685305216e+00	3.8177480743688599e+00	-3.8283526795255689e+00	-2.1629334322149809e+01	]
[	2.0000000000000001e-01	2.9437123222579626e+00	3.4110324349548726e+00	-1.3123007075791010e+01	-1.1156006982567892e+01	]
[	2.2500000000000001e-01	2.5450007606339899e+00	3.3057210977853670e+00	-1.8662209450564280e+01	2.6741693384846412e+00	]
[	2.5000000000000000e-01	2.1086188718071130e+00	3.4876444422658488e+00	-1.6232093262266673e+01	1.1913657288356166e+01	]
[	2.7500000000000002e-01	1.7321433656708005e+00	3.9048791573156749e+00	-1.4007559573631768e+01	2.1590037988804177e+01	]
[	2.9999999999999999e-01	1.3922381402548465e+00	4.5809830693886919e+00	-1.3748753162435289e+01	3.3037804365506446e+01	]
[	3.2500000000000001e-01	1.1425125772992017e+00	5.2456013702816877e+00	-5.8516784686229553e+00	1.9113987387411189e+01	]
[	3.4999999999999998e-01	1.1513388977989760e+00	5.4073971346637792e+00	6.7784480741430997e+00	-6.5427651659128534e+00	]
[	3.7500000000000000e-01	1.3013008585719572e+00	5.3969997605878186e+00	5.1360255283512526e+00	5.7883887582496918e+00	]
[	4.0000000000000002e-01	1.2827486606200371e+00	5.8559744421695150e+00	-6.9989602007225145e+00	3.1665403068204313e+01	]
[	4.2499999999999999e-01	1.2807507706110655e+00	6.2831800000011802e+00	7.1357740185175738e+00	2.0091378564751650e+00	]
[	4.5000000000000001e-01	1.5307867872079848e+00	6.2384903813074475e+00	1.2861831239625726e+01	-5.5664329794667280e+00	]
[	4.7499999999999998e-01	1.9893761901564357e+00	5.8401402756040772e+00	2.3695131731798330e+01	-2.5687982317220886e+01	]
[	5.0000000000000000e-01	2.5628795623779324e+00	5.3705434799194851e+00	2.2213294982910181e+01	-1.1702108383178961e+01	]
