[	0.0000000000000000e+00	3.9126837253570557e+00	7.5100225210189819e-01	1.1899044036865234e+01	-3.6893081665039062e+00	]
[	2.5000000000000001e-02	4.2362632138412932e+00	4.8705511719631078e-01	1.4024521818565937e+01	-1.7492415782219155e+01	]
[	5.0000000000000003e-02	4.5357295690964943e+00	8.6119138197158634e-02	9.8944836685210991e+00	-1.4360163115388325e+01	]
[	7.4999999999999997e-02	4.6421992584429876e+00	-2.1758156298003527e-07	-1.3808995909116923e+00	7.4850741372339957e+00	]
[	1.0000000000000001e-01	4.4281463824842051e+00	5.6098778689727746e-01	-1.5370590291645035e+01	3.6571003659778810e+01	]
[	1.2500000000000000e-01	4.1256751646060463e+00	1.2309166585171916e+00	-9.3005666892041408e+00	1.7906869209000195e+01	]
[	1.4999999999999999e-01	4.0416591415115608e+00	1.3865946646782559e+00	2.4450628077711771e+00	-5.0609573107973214e+00	]
[	1.7499999999999999e-01	4.2539219482462229e+00	9.6162850616406126e-01	1.4943134037465370e+01	-3.0034212215280490e+01	]
[	2.0000000000000001e-01	4.6167234571694618e+00	3.3202556093650415e-01	1.3732951233478833e+01	-1.9639241115795031e+01	]
[	2.2500000000000001e-01	4.9321448105316339e+00	-2.2070483269899995e-07	1.1445824555194960e+01	-6.7373326940502976e+00	]
[	2.5000000000000000e-01	5.1875377000619771e+00	-2.2099015539230000e-07	8.9820917270879264e+00	6.7408374054814155e+00	]
[	2.7500000000000002e-01	5.2354245416452736e+00	5.3983083893243711e-01	-4.5773449503336581e+00	3.5537012067289268e+01	]
[	2.9999999999999999e-01	5.1781453522373786e+00	1.2293201765880668e+00	-3.9544104239889089e-01	2.0270602677919772e+01	]
[	3.2500000000000001e-01	5.1925339299727762e+00	1.5846043707857809e+00	1.1536115495848276e+00	8.6028525936933722e+00	]
[	3.4999999999999998e-01	5.1237775812926705e+00	1.9623705892616630e+00	-6.4960442331978134e+00	2.1217268657132848e+01	]
[	3.7500000000000000e-01	4.9542469032566370e+00	2.3685902099668787e+00	-7.3806933319104386e+00	1.1506763817855598e+01	]
[	4.0000000000000002e-01	4.7466669148926046e+00	2.5421476679951529e+00	-9.2621833520301688e+00	2.3725206010894984e+00	]
[	4.2499999999999999e-01	4.5719400691141345e+00	2.5850233414139945e+00	-4.7192064477859201e+00	1.1275209916652471e+00	]
[	4.5000000000000001e-01	4.4796390364498349e+00	2.7203426961398751e+00	-2.6171366919978767e+00	9.6913004177513429e+00	]
[	4.7499999999999998e-01	4.4452768219326968e+00	3.0681601643335741e+00	-7.7452456101533174e-02	1.8119836436856307e+01	]
[	5.0000000000000000e-01	4.4689044952392578e+00	3.6307599544525146e+00	1.5118999481201172e+00	2.7160980224609375e+01	]
