[	0.0000000000000000e+00	-4.7532755023144477e+02	5.0000000022198714e+02	]
[	2.5000000000000001e-02	4.9999934198928929e+02	5.0000000018980006e+02	]
[	5.0000000000000003e-02	5.0000000019186666e+02	5.0000000022198714e+02	]
[	7.4999999999999997e-02	3.5314429480282786e+02	3.7335495985010459e+02	]
[	1.0000000000000001e-01	5.0000000011513930e+02	-5.0000000022198714e+02	]
[	1.2500000000000000e-01	4.9999923792196006e+02	-5.0000000022198714e+02	]
[	1.4999999999999999e-01	-5.0000000022198714e+02	2.6458360259144843e+02	]
[	1.7499999999999999e-01	-5.0000000022198702e+02	-5.0000000017133988e+02	]
[	2.0000000000000001e-01	4.9999999889887135e+02	4.9999996089193729e+02	]
[	2.2500000000000001e-01	5.0000000022198708e+02	-2.9809988102172463e+02	]
[	2.5000000000000000e-01	-5.0000000022198714e+02	5.0000000011594307e+02	]
[	2.7500000000000002e-01	4.9999999862393605e+02	-4.9999999992680034e+02	]
[	2.9999999999999999e-01	-5.0000000022198714e+02	2.8468085402941688e+02	]
[	3.2500000000000001e-01	-4.9999981212297479e+02	-3.8002175856519187e+02	]
[	3.4999999999999998e-01	-2.8343773062789143e+02	-4.9999999872988889e+02	]
[	3.7500000000000000e-01	5.0000000022198714e+02	-5.0000000022198714e+02	]
[	4.0000000000000002e-01	-4.9999999995941772e+02	-1.1188485617930093e+02	]
[	4.2499999999999999e-01	-5.0000000022198714e+02	4.9999998242526823e+02	]
[	4.5000000000000001e-01	-5.0000000022198714e+02	4.9999999830906910e+02	]
[	4.7499999999999998e-01	-5.0000000016379641e+02	5.0000000022198714e+02	]
[	5.0000000000000000e-01	-5.0000000016379641e+02	5.0000000022198714e+02	]
