[	0.0000000000000000e+00	3.2563529014587402e+00	4.5675120353698730e+00	-1.5027220726013184e+01	-7.2551708221435547e+00	]
[	2.5000000000000001e-02	2.8634282423916670e+00	4.5569861399514080e+00	-1.6035010521650683e+01	6.1142520101931179e+00	]
[	5.0000000000000003e-02	2.5190377541858497e+00	4.6979209200869239e+00	-1.1488909426478124e+01	4.8874639819249506e+00	]
[	7.4999999999999997e-02	2.3138725098545327e+00	4.6242814520964846e+00	-5.1421313994440210e+00	-1.0708288047072056e+01	]
[	1.0000000000000001e-01	2.2944888972410284e+00	4.1324635633249711e+00	3.1898781806296053e+00	-2.8049278326199541e+01	]
[	1.2500000000000000e-01	2.3586104931113629e+00	3.5685070305359887e+00	2.4855439126904155e+00	-1.7477380352293377e+01	]
[	1.4999999999999999e-01	2.4757793432416588e+00	3.1414573353838762e+00	7.0057997155840050e+00	-1.6734591840788813e+01	]
[	1.7499999999999999e-01	2.7412745626107653e+00	2.6286003767387784e+00	1.4237022507889975e+01	-2.4514931848701110e+01	]
[	2.0000000000000001e-01	3.1395625347837592e+00	2.0419143348084257e+00	1.7458553343985514e+01	-2.2682955418266410e+01	]
[	2.2500000000000001e-01	3.5847682817860358e+00	1.5030554478000600e+00	1.8079759827073715e+01	-2.0465159073271149e+01	]
[	2.5000000000000000e-01	4.0695545159895694e+00	8.5311123649233278e-01	2.0988020316180364e+01	-3.1990149499329728e+01	]
[	2.7500000000000002e-01	4.5056066868483260e+00	1.7585632470954990e-01	1.3639561375313585e+01	-2.1188746674041766e+01	]
[	2.9999999999999999e-01	4.6643190063795679e+00	2.4981665633135287e-02	-9.6504835784407139e-01	9.1967819004975535e+00	]
[	3.2500000000000001e-01	4.6582628520320517e+00	1.1921164315320271e-01	4.7405790776077672e-01	-1.6485089598271314e+00	]
[	3.4999999999999998e-01	4.5931057127532400e+00	1.8658404351346741e-01	-5.6826309045181196e+00	7.0201190072460991e+00	]
[	3.7500000000000000e-01	4.4520341965404491e+00	2.6902031609366445e-01	-5.5987021948778066e+00	-4.3542306397024355e-01	]
[	4.0000000000000002e-01	4.3433295928847571e+00	8.9015967556766148e-02	-3.0606347218332819e+00	-1.4009223107699960e+01	]
[	4.2499999999999999e-01	4.1165194417807136e+00	3.6476421211854501e-02	-1.5101246982810828e+01	9.8284310277409084e+00	]
[	4.5000000000000001e-01	3.5695844938944195e+00	6.2105136681260864e-01	-2.8347695762855565e+01	3.5627676229847168e+01	]
[	4.7499999999999998e-01	2.8849026904458488e+00	1.2914080620840249e+00	-2.6694015174376123e+01	1.8042734437291223e+01	]
[	5.0000000000000000e-01	2.2404615879058842e+00	1.5091588497161861e+00	-2.4469940185546875e+01	-8.5655784606933427e-01	]
