[	0.0000000000000000e+00	5.0000000000000000e+02	-4.8085472034250307e+02	]
[	2.5000000000000001e-02	5.0000000000000000e+02	-8.9870394461666891e+01	]
[	5.0000000000000003e-02	5.0000000000000000e+02	4.7137361285569096e+02	]
[	7.4999999999999997e-02	5.0000000000000000e+02	4.7127468213968871e+02	]
[	1.0000000000000001e-01	5.0000000000000000e+02	4.4166447116295649e+02	]
[	1.2500000000000000e-01	5.0000000000000000e+02	3.1370764616362862e+02	]
[	1.4999999999999999e-01	2.0931990001123586e+02	-3.0906541320850408e+02	]
[	1.7499999999999999e-01	-5.0000000000000000e+02	4.2432219942476496e+02	]
[	2.0000000000000001e-01	-5.0000000000000000e+02	-4.9144258994196889e+02	]
[	2.2500000000000001e-01	-4.6813500169560666e+02	-5.0000000000000000e+02	]
[	2.5000000000000000e-01	-5.0000000000000000e+02	4.4293333296570501e+02	]
[	2.7500000000000002e-01	-4.9538199025664511e+02	-5.0000000000000000e+02	]
[	2.9999999999999999e-01	4.7979077348706096e+02	-8.6330356337754381e+01	]
[	3.2500000000000001e-01	-3.9947545064916307e+02	4.9822789282429522e+02	]
[	3.4999999999999998e-01	-4.9654342978202715e+02	4.8514196755094690e+02	]
[	3.7500000000000000e-01	-4.6513292240922419e+02	-1.7679223808821121e+02	]
[	4.0000000000000002e-01	-2.4420888505300078e+02	-2.3685308122477724e+02	]
[	4.2499999999999999e-01	-2.1477073284035035e+02	-4.9215673585993193e+02	]
[	4.5000000000000001e-01	-1.5471148242962300e+02	-4.8871713045220235e+02	]
[	4.7499999999999998e-01	-4.9999999999999960e+02	-5.0000000000000000e+02	]
[	5.0000000000000000e-01	-4.9999999999999960e+02	-5.0000000000000000e+02	]
