5.2229743003845215e+00	4.5774326324462891e+00	2.9160766601562500e+01	-1.3300653457641602e+01	4.2994203567504883e+00	5.4768385887145996e+00	3.7000045776367188e+00	-1.5376306533813477e+01	-3.9795975119049996e+02	-3.9390607062160910e+02	-3.9759177214164617e+02	-1.0329522969558489e+02	-2.3365297859068815e+02	-1.1220980594577158e+02	-3.1235146194694266e+02	-1.0742439116834137e+02	-9.9899886107634998e+01	-4.7963585217694565e+01	-1.0396190296834386e+02	-4.5410996320054622e+01	-3.2968667659721120e+01	-2.0674347924045225e+01	6.8952848213583906e+01	-2.5448088037667560e+00	3.0079413735028703e+02	2.1651184144152856e+02	1.1123157865464921e+02	-5.0876179511938983e-08	1.1609946480551807e+02	6.1874690908011996e+00	-3.3074891645181521e+02	-3.3840645252508534e+02	-9.7086165983195343e+01	-5.4498594069408675e+01	-8.4649878726463712e+01	4.6282125220462254e+00	3.8598614256284878e+02	3.1533711303996334e+01	-2.2304987020936790e+02	-5.4120521781260095e+01	-8.8108103247149554e+00	2.0544470135330783e+01	-5.0621275007364794e+01	6.4918443378443826e+01	1.1398691099381457e+01	1.5715126682700298e+01	3.4627435302936696e+01	4.6875944043453966e-09
5.4755401611328125e+00	4.4247922897338867e+00	2.4986335754394531e+01	-1.4030511856079102e+01	2.8817598819732666e+00	2.5570604801177979e+00	-3.2109775543212891e+00	-1.3017520904541016e+01	-3.9315647553796828e+02	-3.9902817282410047e+02	-3.8104627860217147e+02	9.9738719408235951e+01	-2.1322804523270233e+02	-2.0657680221331000e+02	-8.3949085695542749e+01	-2.5295467348754161e+02	-1.4066531770682312e+02	4.5695586047137304e+00	-2.0749040602226358e+02	-9.6041267200917858e+01	2.1197536149330742e+02	-9.7603763013128869e+01	5.3829204843068545e+01	3.9163307741033674e+02	3.2093030003256462e+02	1.8225794077935535e+02	-1.3137053381939347e+02	-1.2723708547181681e-07	1.5584088626387413e+02	-2.8072154079448131e+02	1.4763051233212121e+02	-3.2138056546623903e+02	-1.1222105554038490e+02	1.8177225796299260e+02	-6.1231577673194195e+01	2.8912769552713576e+02	-2.3419796178724442e+02	2.1857744528675457e+02	-3.1503151463864167e+01	5.6294456455556457e+01	-1.9781274880976824e+02	-2.4217633156667648e+02	-8.1874578225780269e+01	6.1455502047198173e+01	1.8396175963677231e+02	2.9003614850944746e+02	9.2345622339096835e+01	-5.1432548921881275e-06
1.4365923404693604e+00	5.3723349571228027e+00	-2.0634687423706055e+01	2.3976406097412109e+01	3.1895408630371094e+00	2.6630673408508301e+00	1.9253631591796875e+01	2.6635608673095703e+01	3.6785328504060561e+02	6.5708921422531745e+01	4.5279821622656769e+01	-8.6331165034238193e+00	7.6682885687465372e+01	2.0842368846954932e+02	3.9299676435342724e+02	1.1314572256492118e-01	1.0382496754055440e+02	2.8749257175751023e+02	1.0310530188778016e+02	3.0975734120143755e+02	3.4070012744822742e+02	-1.7464696493851523e+02	7.8740723979451118e+01	-1.2637994283119011e+02	-1.2213192785621760e+02	-9.4154691074720233e+01	-1.0453202878566933e+02	-1.4897223985352011e-05	1.8541670198690062e+02	-4.4530819546221219e+00	-1.5967638388275429e+02	-5.2496560142715822e+01	1.5222993136153482e+02	6.4694249945608618e+01	-2.5574271871242817e+02	3.2238862586865292e+02	3.2313466167814141e+02	-3.5230504503131300e+02	-2.8399999089640983e+02	-2.4211005051496699e+02	-1.4565224364308949e+02	1.0963020072547839e+02	-3.0783689266805146e+02	1.6406740762711604e+02	2.7376478606002775e+02	3.9867578739365587e+02	3.0214643171266562e+02	-5.4287157976714911e-07
7.4783951044082642e-01	8.4305927157402039e-02	2.5523170471191406e+01	-2.8940212249755859e+01	5.6470398902893066e+00	4.6239519119262695e+00	-2.1931739807128906e+01	-2.1638515472412109e+01	1.6155972523477146e+02	6.1589355688679239e+00	2.1229976772385886e+01	-1.0845402489288718e+01	-9.5481028704812605e+00	2.4427890556292986e+01	-3.4947126752033547e+01	-1.9826651134704230e+02	-1.1943251161184162e+02	-2.7459073832058948e+02	-3.4604401252558199e+02	-3.1686034690530698e+02	-3.9884318573916374e+02	-3.9992030691265006e+02	-3.9436634176426611e+02	-3.9887559531853236e+02	-3.0703422197542113e+02	-3.9997890731532817e+02	5.0248446479908244e+00	-3.7964033008606459e-10	-1.0893704309978004e+02	2.0903015473299035e+01	2.1685376305534797e+02	3.7947312050029858e+01	-2.1818020754170330e+01	2.8771556889582861e+01	-2.4597925170662599e+01	1.1792912151575787e+02	2.8265194664394201e+01	-6.0138198475759967e+00	-1.1710788397492718e+02	-8.0897311423265549e+01	7.2347690230737783e+01	1.3179382819896455e+02	1.1374867073280343e+02	-7.6457258836472278e+01	-1.8518066778218110e+02	-3.1236579310070471e+02	-2.1255127876575861e+02	-2.1664822595501238e-08
1.1482855081558228e+00	5.3078413009643555e+00	-7.8750000000000000e+00	5.9951362609863281e+00	4.6247138977050781e+00	6.1510725021362305e+00	2.3312549591064453e+01	-1.0106897354125977e+01	7.1153913189972187e+01	1.5236484565617457e+02	1.2974949358792759e+02	1.0765965064599182e+02	1.0043191655423341e+02	9.7192643407375186e+01	9.6718273321031774e+01	8.4067725432500822e+01	1.0442496020346618e+02	1.0082911022769690e+02	1.1162600786160310e+02	1.3735987220157196e+02	-3.7167589694699270e+00	4.3342930930694983e+01	3.0607526628156074e+02	2.7193284258213367e+02	3.6594049899753924e+02	1.5747782063509399e+02	2.6327146009375372e+02	-1.0725169573453047e-08	4.0238604433222918e+00	4.7438936704556511e+01	3.1653576487162734e+01	2.2060674405072287e+01	1.7336374717831347e+01	1.3235019189014709e+01	1.0942048836408649e+01	1.3238562838405944e+01	8.4351809901313821e+00	4.1361377210828616e+00	3.3182563594778585e+00	1.6367570341151524e+01	-3.4338108414815288e+01	-2.2650107782385685e+01	2.1596261308263955e+01	5.5014706378195788e+00	-8.6025106503328047e+01	6.4421769871730952e+00	-5.6799854849281077e+00	1.4823715809700393e-08
3.1770131587982178e+00	2.7854850292205811e+00	-6.8577938079833984e+00	-3.6437854766845703e+00	2.7934350967407227e+00	4.5420889854431152e+00	6.0926208496093750e+00	-1.1946659088134766e+01	2.4972515674075061e+02	1.7050561900500421e+02	3.3022043320163910e+01	9.8595298725947217e+01	4.9470573202784252e+01	-6.6659316878749331e-01	-7.2426860244315506e+01	2.8635584414073399e+01	-1.3244123577219682e+02	-3.5205415141856605e+02	-2.7631355572531930e+02	-1.7010595631695219e+02	1.8268893628310502e+02	5.4282860904701636e+01	-6.1307228761536194e+01	3.0965295976529586e+02	1.5381781461908261e+02	-4.5259481801740904e+01	2.0662028359339811e+02	-9.8990034646455165e-07	-9.0294390616591670e+01	-9.0139020132994602e+01	8.7241747948427477e+00	4.0943892250181577e+01	6.3188829601125406e+01	1.7138207744470557e+02	7.5341195124959000e+01	-2.2596952718919979e+01	1.0839994959191110e+01	5.2272782394027701e+01	1.4492374371017238e+01	-3.3939698475017108e+00	1.3960597640466473e+01	-6.3799289577188345e+00	-3.1007052649382292e+01	1.2356382415625305e+02	2.1692019697632826e+01	-2.0559284742897353e+02	-1.3428544195896484e+02	9.5173495740592719e-08
4.1602468490600586e+00	2.4690327644348145e+00	2.1519840240478516e+01	-6.1097354888916016e+00	2.3369252681732178e+00	4.6948328018188477e+00	1.3783363342285156e+01	2.2654273986816406e+01	-3.9975882666558488e+02	-3.9268826515516622e+02	-3.9002976952158565e+02	-3.7613528060386250e+02	-3.9996725822765137e+02	1.1042557088545429e+02	3.9708944282716851e+02	-4.4548559290985075e+01	-1.4250750072114371e+02	5.6128083419883097e+01	2.5691302578952053e+02	1.0606097705301870e+01	-1.9362255598052010e+02	3.9953288155757025e+02	-1.6436601146472231e+01	3.6844821137209726e+02	3.9997939127364413e+02	3.9000762588231748e+02	3.9444021996841042e+02	6.9945230416640380e-06	-5.5364833291424489e+00	2.5123767239599627e+02	-3.6658267016800913e+01	1.4311915477484752e+02	7.7739587631781845e+01	-5.3775899808079387e+01	3.9929128173609502e+02	-2.2894441999585688e+01	-5.9520988732778861e+01	5.5974675431386451e+01	1.8675101892516790e+02	2.2181774317171923e+02	2.1159979474928284e+02	-2.6764993990368072e+02	-3.9442467337038698e+02	1.3716417405691831e+02	-1.6931055959750415e+02	-1.7219017374797950e+01	-3.6679095301940606e+02	1.2662537468694071e-06
5.4137306213378906e+00	8.5414797067642223e-01	-8.7743434906005859e+00	-1.5986627578735352e+01	5.5489807128906250e+00	5.2454298734664906e-01	-2.3332353591918945e+01	-2.5579263687133789e+01	3.9999867612698341e+02	4.0000000004261005e+02	3.9998643236244845e+02	3.9998482711922043e+02	3.9804581553881809e+02	4.0000000000159758e+02	3.8610033202570668e+02	-3.9987097397326164e+02	-1.7361237595983479e+02	-3.9999999999594968e+02	-4.0000000000435818e+02	-4.0000000001337600e+02	-4.0000000001792176e+02	-3.9997104588494784e+02	-3.9999999999300405e+02	-3.9999999992041131e+02	-3.9999999992394277e+02	-3.9999999993759519e+02	-3.9999999990893008e+02	-1.1915617724788187e+02	8.9306109482331138e+01	4.0000000001014752e+02	2.6391252879783070e+02	-2.2882163430333293e+02	3.3919368027728353e+01	-3.9998237655643368e+02	3.3931142244664971e+02	-1.5331106144467695e+01	3.9999999997482888e+02	-3.9988048712607616e+02	3.6873614886599989e+02	-5.2463226169448951e+01	3.9998294356793360e+02	-3.0171520103954742e+02	6.8689558126825446e+01	2.2603005389600014e+02	-2.1919662009152407e+02	8.6418064876066637e+01	-3.9992093005483133e+02	-1.3733384979291668e+02
1.6104418039321899e+00	5.8328309059143066e+00	-6.7773113250732422e+00	-2.1632493972778320e+01	7.4193775653839111e-02	3.1301059722900391e+00	-1.7211757659912109e+01	-1.7356908798217773e+01	3.9353763940452228e+02	3.8556084006729475e+02	8.0934827180827810e+01	4.6634185773865077e+01	1.3458091964472635e+02	1.0261651685432084e+02	4.9412560988868044e+01	9.8723356711994068e+00	1.4348097597876521e+01	1.9146908175648864e+01	1.0365670980277983e+02	-1.8896451947558813e+01	-3.2478982659914777e+01	-2.2287176596776849e+01	1.4887564231447601e+02	1.6500569616488072e+01	-1.2200380366329448e+02	-3.1733743984573596e+02	3.7818538260512206e+01	-2.9002394970979003e-07	1.9569946772754787e+02	1.3414977631166320e+02	-1.6563777026748546e+01	8.3822149194425819e+00	-6.3037611658591972e+00	7.9714047546362906e+01	2.2908737457413260e+01	4.1598938881416998e+01	-3.9866455227121147e+00	-1.3899055996540337e+01	1.9515346414791551e+01	2.5279343599752547e+01	1.4164452123059657e+01	-8.3754482472032564e+01	-1.1487253965511793e+02	-6.1985877734236531e+01	-1.9629332280128870e+02	-1.8428483997280001e+01	2.3358246215218892e+02	-4.1214802342147096e-07
3.8906624317169189e+00	1.6136987209320068e+00	7.8914985656738281e+00	7.3940277099609375e-02	6.6743564605712891e-01	6.4545601606369019e-02	-1.0452634811401367e+01	-4.0959529876708984e+00	-2.8791965317289510e+02	-1.7134903718284571e+02	-2.1414785197219035e+02	-2.3873325722495153e+02	-1.8285520912795715e+02	-1.1729160932323421e+02	-3.0523447433194796e+01	-6.1863606272029799e+01	-5.2750636175378347e+01	-2.7332196122185536e+01	-4.4584175073920377e+01	-9.7592130665757857e+00	1.1589540870776803e+02	9.5814249599628756e+00	-1.0592759842223889e+02	-5.3977848710976438e+01	-6.4067152630810270e+01	-7.8427732900022761e+01	-1.4788881916089591e+02	-6.4292230878515830e-09	-1.8728063402197574e+02	-8.3068487282474806e+01	-7.2854714780046535e+01	-5.0305793938680957e+01	-3.3498242778890628e+01	-1.0063096051788577e+01	3.2792455515181778e+01	1.8867267900162852e+00	-1.4910235893217052e+01	-2.9754778882264031e+01	1.4829164266534306e+01	1.1698374134804098e+01	-3.6216888463071818e+01	-2.2502890541681129e+01	-8.2144545491343621e+01	2.2305183631088926e+01	4.9876167396122774e+01	2.1281941880872793e+01	-8.3687215365688971e+01	1.1109203820598127e-08
