0.0000000000000000e+00	8.0145997325686980e-01	2.5596014777219978e+00	-2.9187914045671302e+01	-3.2246991832751069e+00	5.0000000000000000e+02	-5.0000000000000000e+02	-2.4625869051392031e-02
2.5000000000000001e-02	2.4446051242355149e-01	2.1893328570918551e+00	-1.4457804151141239e+01	-2.6806000294850058e+01	5.0000000000000000e+02	2.5382254404054675e+02	-2.4625869051392031e-02
5.0000000000000003e-02	2.1241225552643232e-02	1.4514213736215960e+00	-3.6570625883968244e+00	-3.2225383961949646e+01	5.0000000000000000e+02	5.0000000000000000e+02	-2.4625869051392031e-02
7.4999999999999997e-02	-1.0495605769559251e-02	7.0300502350965899e-01	1.0672846584923334e-01	-2.6596448376110981e+01	5.0000000000000000e+02	5.0000000000000000e+02	-2.4625869051392031e-02
1.0000000000000001e-01	-1.3635843767237300e-02	1.7118149952851897e-01	-8.5506165298812853e-01	-1.5263185778882933e+01	4.9999999999999955e+02	5.0000000000000000e+02	-2.4625869051392031e-02
1.2500000000000000e-01	-6.4183451022129204e-02	-4.4618623056752509e-02	-3.2335942341465036e+00	-1.9355764163546136e+00	5.0000000000000000e+02	2.7356242370585784e+02	-2.4625869051392031e-02
1.4999999999999999e-01	-1.2722721803039905e-01	-4.9473614899090690e-02	-1.8082856139722328e+00	1.5444500159644077e+00	5.0000000000000000e+02	1.2683727506479445e+02	-2.4625869051392031e-02
1.7499999999999999e-01	-1.2328636411457107e-01	-4.7939286459335442e-02	2.1232676612264383e+00	-1.4210728415907434e+00	5.0000000000000000e+02	3.0414681833358333e+02	-2.4625869051392031e-02
2.0000000000000001e-01	-5.9095735137807345e-02	-2.2941865862343716e-02	2.9868548594906015e+00	3.4567365763116609e+00	5.0000000000000000e+02	4.1312521709163957e+02	-2.4625869051392031e-02
2.2500000000000001e-01	-1.1508114447500439e-07	1.8870299162318421e-01	1.6624481251159082e+00	1.3579972937750057e+01	4.0728877167237727e+02	5.0000000000000000e+02	-2.4625869051392031e-02
2.5000000000000000e-01	-6.4803018479109298e-08	7.0511086135122358e-01	-1.0781979588360611e+00	2.6723756827532643e+01	5.0000000000000000e+02	5.0000000000000000e+02	-2.4625869051392031e-02
2.7500000000000002e-01	9.3097151865966093e-03	1.4418706904986758e+00	3.1868187740016092e+00	3.0939793494656385e+01	-5.0000000000000000e+02	5.0000000000000000e+02	-2.4625869051392031e-02
2.9999999999999999e-01	8.4739458543230672e-02	2.3126177823636116e+00	3.3621447597269523e+00	3.8562563336346699e+01	5.0000000000000000e+02	-5.0000000000000000e+02	-2.4625869051392031e-02
3.2500000000000001e-01	3.7574085915364142e-01	2.9977140921892613e+00	1.8349908701228394e+01	1.7330341042143154e+01	4.4971860897363530e+02	-3.4579018036509069e+02	-2.4625869051392031e-02
3.4999999999999998e-01	9.3314727663556352e-01	3.2739343575897339e+00	2.5731606821640646e+01	5.6173930598134234e+00	-3.4429621301511099e+02	-4.3647443052582844e+00	-2.4625869051392031e-02
3.7500000000000000e-01	1.4930776179570036e+00	3.4921412855907046e+00	1.8852629558061860e+01	1.1971959001836655e+01	-5.0000000000000000e+02	-3.4952995909480518e+02	-2.4625869051392031e-02
4.0000000000000002e-01	1.8943587851088284e+00	3.7695777338506069e+00	1.3528239552256595e+01	9.9590412208979693e+00	-5.0000000000000000e+02	-5.0000000000000000e+02	-2.4625869051392031e-02
4.2499999999999999e-01	2.1989164327257811e+00	3.9300053851986156e+00	1.1116696656127104e+01	2.6460066359120749e+00	-4.9999999999999994e+02	-5.0000000000000000e+02	-2.4625869051392031e-02
4.5000000000000001e-01	2.4573732105191590e+00	3.8935382116880657e+00	9.6365759993463413e+00	-5.6679629641914318e+00	-3.5215157818830005e+02	-5.0000000000000000e+02	-2.4625869051392031e-02
4.7499999999999998e-01	2.6984066838870731e+00	3.6276459705874506e+00	9.5224006679750772e+00	-1.5477523464838901e+01	-2.0812044731512810e+02	-5.0000000000000000e+02	-2.4625869051392031e-02
5.0000000000000000e-01	2.9497277728093021e+00	3.1091186983541359e+00	1.0559539795043611e+01	-2.5964328765728791e+01	-2.0812044731512810e+02	-5.0000000000000000e+02	-2.4625869051392031e-02
