0.0000000000000000e+00	3.5585117340087891e-01	4.2250266075134277e+00	1.2619308471679688e+01	-1.6591171264648438e+01	-2.7990341460987295e+01	5.0000000000000000e+02	-2.3814249359572410e+13
2.5000000000000001e-02	6.1313405587127712e-01	3.9933138377888553e+00	7.9927729125968909e+00	-2.1796763404878967e+00	3.2343829121381339e+02	5.0000000000000000e+02	-2.3814249359572410e+13
5.0000000000000003e-02	8.0223005683541571e-01	4.0773442519329457e+00	6.9368879317619356e+00	9.0380825873852473e+00	5.0000000000000000e+02	-1.5532692456071729e+02	-2.3814249359572410e+13
7.4999999999999997e-02	1.0508127890541157e+00	4.2142228582225929e+00	1.2978606884175797e+01	2.0261364781539024e+00	4.9631106790146498e+02	-5.0000000000000000e+02	-2.3814249359572410e+13
1.0000000000000001e-01	1.4954779452083680e+00	4.0721638396631299e+00	2.2749389864710885e+01	-1.2980726629353811e+01	5.0000000000000142e+02	-5.0000000000000000e+02	-2.3814249359572410e+13
1.2500000000000000e-01	2.1949254428379152e+00	3.5886436415872436e+00	3.3290171239342300e+01	-2.5404121299496261e+01	-5.0000000000000000e+02	-3.8551130844641517e+02	-2.3814249359572410e+13
1.4999999999999999e-01	2.9935034730806187e+00	2.9082439383442447e+00	3.0324529867768991e+01	-3.0040476648347564e+01	-1.2641037258189442e+01	4.7606968621173365e+01	-2.3814249359572410e+13
1.7499999999999999e-01	3.7349884228041148e+00	2.1289920808064409e+00	2.8935612040118652e+01	-3.3055021117782864e+01	-5.0000000000000000e+02	5.0000000000000000e+02	-2.3814249359572410e+13
2.0000000000000001e-01	4.3217938396729068e+00	1.4725698024093385e+00	1.7953423385939580e+01	-1.8257571596306231e+01	-3.5502950918260871e+02	4.5885543667363044e+02	-2.3814249359572410e+13
2.2500000000000001e-01	4.6533399686894708e+00	1.2306389909798916e+00	8.5226730906328338e+00	-4.7557152284548770e-01	-4.3040328476346792e+02	-4.7631557651788279e+02	-2.3814249359572410e+13
2.5000000000000000e-01	4.8851356687385774e+00	1.0686742643386140e+00	1.0031353474490377e+01	-1.2539934217793752e+01	-4.9769368115729088e+02	-3.9577421417095837e+02	-2.3814249359572410e+13
2.7500000000000002e-01	5.1377090108260983e+00	6.4381705504293529e-01	1.0351287099324319e+01	-2.1639839140346513e+01	-5.0000000000000000e+02	3.4440750443232395e+02	-2.3814249359572410e+13
2.9999999999999999e-01	5.2562473407838830e+00	3.7459794451595635e-01	-1.0364923984962950e+00	5.2450879140512230e-01	-4.9196447642741481e+02	5.0000000000000000e+02	-2.3814249359572410e+13
3.2500000000000001e-01	5.0563888787019255e+00	7.4687795150714287e-01	-1.4648224468157151e+01	2.8454381986580607e+01	-4.6743831064250656e+02	1.4494666510665121e+02	-2.3814249359572410e+13
3.4999999999999998e-01	4.6142521317065386e+00	1.5568983134955878e+00	-2.0532130178063852e+01	3.5361447951152599e+01	-4.9658865988975447e+02	-4.0658919534947728e+02	-2.3814249359572410e+13
3.7500000000000000e-01	4.0882764000504759e+00	2.2986390105504833e+00	-2.2065469469992177e+01	2.4461058193888846e+01	-4.9035208323978338e+02	-3.1249886297251788e+02	-2.3814249359572410e+13
4.0000000000000002e-01	3.4887832998410500e+00	2.8243753072748286e+00	-2.5952392863274355e+01	1.7820718583083067e+01	-4.9995740423502127e+02	4.2362462993218054e+02	-2.3814249359572410e+13
4.2499999999999999e-01	2.7225937053251896e+00	3.4344339858881878e+00	-3.5148629953880743e+01	3.1780965618996060e+01	-4.9486263419492644e+02	-5.0000000000000000e+02	-2.3814249359572410e+13
4.5000000000000001e-01	1.8342541484482324e+00	4.1911850320709876e+00	-3.5675802718215856e+01	2.9861422844851962e+01	2.3574726459610804e+02	-5.0000000000000000e+02	-2.3814249359572410e+13
4.7499999999999998e-01	1.0441858697415469e+00	4.8508262414479963e+00	-2.7571279947106390e+01	2.1980213239532215e+01	-3.6753360414934980e+02	-5.0000000000000000e+02	-2.3814249359572410e+13
5.0000000000000000e-01	3.7332960963249251e-01	5.3411488533020020e+00	-2.6037109374999996e+01	1.6789588928222656e+01	-3.6753360414934980e+02	-5.0000000000000000e+02	-2.3814249359572410e+13
