[	0.0000000000000000e+00	4.9999999930982455e+02	2.9679477920523715e+02	]
[	2.5000000000000001e-02	4.9999999994785986e+02	3.8241640677793276e+02	]
[	5.0000000000000003e-02	4.9999999978049271e+02	4.9999999988544704e+02	]
[	7.4999999999999997e-02	5.0000000015587727e+02	-3.6404692698420945e+02	]
[	1.0000000000000001e-01	4.9999999779478736e+02	4.9999999803919098e+02	]
[	1.2500000000000000e-01	4.9999999925184193e+02	4.9999999877441206e+02	]
[	1.4999999999999999e-01	-9.5150737772583710e+01	4.9999999100082226e+02	]
[	1.7499999999999999e-01	-4.9999999967799619e+02	-3.8451366529300685e+02	]
[	2.0000000000000001e-01	-4.9999999999263747e+02	-5.0000000020398727e+02	]
[	2.2500000000000001e-01	-5.0000000007346546e+02	-3.7441488510371062e+02	]
[	2.5000000000000000e-01	-4.9975737244456724e+02	-4.1624163232165046e+02	]
[	2.7500000000000002e-01	-4.9999999999510914e+02	-1.5176073542917953e+02	]
[	2.9999999999999999e-01	-4.9683690854249159e+02	-4.9999999998286142e+02	]
[	3.2500000000000001e-01	-5.0000000003815700e+02	-4.9771249740982228e+02	]
[	3.4999999999999998e-01	-1.0853362160053952e+02	-1.4645773311416988e+02	]
[	3.7500000000000000e-01	-4.7560596065031706e+02	5.0000000020398727e+02	]
[	4.0000000000000002e-01	-4.9999997542766960e+02	-4.9023566666410096e+02	]
[	4.2499999999999999e-01	-5.0000000020398727e+02	-4.9999999691229152e+02	]
[	4.5000000000000001e-01	-4.9999999793324264e+02	-5.0000000020398812e+02	]
[	4.7499999999999998e-01	-7.9809079970386745e-09	-2.7498757198187872e-07	]
[	5.0000000000000000e-01	-7.9809079970386745e-09	-2.7498757198187872e-07	]
