[	0.0000000000000000e+00	-2.8743928933969295e+02	-9.8161214292988120e+01	]
[	2.5000000000000001e-02	-4.0281219459571878e+02	-1.3150024214199618e+02	]
[	5.0000000000000003e-02	-4.5311622275044471e+02	-1.5321751457353821e+02	]
[	7.4999999999999997e-02	-4.3245135012068698e+02	-1.6502384324192124e+02	]
[	1.0000000000000001e-01	-3.0660986174485390e+02	-1.6627743639934837e+02	]
[	1.2500000000000000e-01	-1.9682104718329711e+02	-2.0964077393261385e+02	]
[	1.4999999999999999e-01	-8.1476993044866717e+01	-1.5239407769668949e+02	]
[	1.7499999999999999e-01	-2.0672835523031367e+01	-1.3403824148253389e+02	]
[	2.0000000000000001e-01	4.7099932685392023e+00	-9.2597096037340037e+01	]
[	2.2500000000000001e-01	4.4078725315027391e+01	-9.1004851810515731e+01	]
[	2.5000000000000000e-01	1.2655403003319921e+02	-1.5543327051079726e+02	]
[	2.7500000000000002e-01	1.2144698664544941e+02	-1.6773991565196309e+02	]
[	2.9999999999999999e-01	-8.5803728683662925e+01	-1.5559382688361225e+01	]
[	3.2500000000000001e-01	-6.9727274944411192e+01	-5.7440158650672039e+01	]
[	3.4999999999999998e-01	-4.8093661006672960e+02	4.6160152301341873e+02	]
[	3.7500000000000000e-01	-4.7621424229711437e+02	4.1902129669080404e+02	]
[	4.0000000000000002e-01	-2.2032461838841635e+02	1.6029936057413602e+02	]
[	4.2499999999999999e-01	3.7223869628405225e+02	-4.5716464764163436e+02	]
[	4.5000000000000001e-01	2.1593307653336740e+02	-3.6381485210252418e+02	]
[	4.7499999999999998e-01	-3.1943104504031340e-08	-2.2142883232657915e-10	]
[	5.0000000000000000e-01	-3.1943104504031340e-08	-2.2142883232657915e-10	]
