[	0.0000000000000000e+00	-4.9998963002012198e+02	-4.7114961497889902e+02	]
[	2.5000000000000001e-02	-3.6250577574358158e+02	-4.3286126459983939e+02	]
[	5.0000000000000003e-02	-3.9808621449318895e+02	4.8628254009498323e+02	]
[	7.4999999999999997e-02	-4.9999995089647774e+02	4.5066297104542002e+02	]
[	1.0000000000000001e-01	1.2253504723309452e+02	-6.5964736512991458e+00	]
[	1.2500000000000000e-01	-6.3140958070766949e+01	-5.0000000016719071e+02	]
[	1.4999999999999999e-01	-4.6028868028784416e+02	-4.5826139962867671e+02	]
[	1.7499999999999999e-01	-4.9999821793928282e+02	-4.9999999657356580e+02	]
[	2.0000000000000001e-01	4.9890391318089058e+02	-4.9924468842892315e+02	]
[	2.2500000000000001e-01	4.9732796257526411e+02	-4.9632617604301083e+02	]
[	2.5000000000000000e-01	-4.9999999933105488e+02	-4.7197257211548674e+02	]
[	2.7500000000000002e-01	-4.9999999883046951e+02	4.8900566948803902e+02	]
[	2.9999999999999999e-01	-4.9999999945679752e+02	4.9911895872371122e+02	]
[	3.2500000000000001e-01	-5.0000000016719054e+02	-3.8217722314144112e+01	]
[	3.4999999999999998e-01	-4.5443705853770240e+02	2.9489489180463249e+02	]
[	3.7500000000000000e-01	-4.9721812011169845e+02	-4.4766219349810962e+02	]
[	4.0000000000000002e-01	-3.5075202193883126e+02	-4.9999993579618450e+02	]
[	4.2499999999999999e-01	-4.2679057565861814e+02	2.5529534394003468e+02	]
[	4.5000000000000001e-01	-5.0000000016719054e+02	4.9999946543504115e+02	]
[	4.7499999999999998e-01	1.6020538866229700e-07	1.0650921307421302e-05	]
[	5.0000000000000000e-01	1.6020538866229700e-07	1.0650921307421302e-05	]
