[	0.0000000000000000e+00	3.7856409278004566e+02	3.0559698567779333e+02	]
[	2.5000000000000001e-02	1.9510077437082757e+02	1.9005836139472868e+02	]
[	5.0000000000000003e-02	-3.6789201955214173e+02	-7.1926329508403640e+01	]
[	7.4999999999999997e-02	-3.3663947429089581e+02	1.4980436208436561e+02	]
[	1.0000000000000001e-01	-4.6989536911180221e+02	3.5113907188632265e+02	]
[	1.2500000000000000e-01	4.1190992076475328e+02	-4.5385331857884347e+02	]
[	1.4999999999999999e-01	2.1902202223754679e+02	-3.6432267846041196e+02	]
[	1.7499999999999999e-01	-3.5174556713060122e+02	2.2325000246652331e+02	]
[	2.0000000000000001e-01	-1.8636995510449520e+02	5.7843608374317093e+01	]
[	2.2500000000000001e-01	-1.6080836553011127e+02	2.6028281666610336e+01	]
[	2.5000000000000000e-01	1.0318802663358358e+02	-2.4730109509575811e+01	]
[	2.7500000000000002e-01	-2.9032100866721311e+02	1.0966742950582305e+02	]
[	2.9999999999999999e-01	-3.2748709301251529e+02	9.3905135626395932e+01	]
[	3.2500000000000001e-01	-2.4612490693929200e+02	8.7153778043559953e+01	]
[	3.4999999999999998e-01	-1.0441681850650453e+02	9.2083396880673902e+01	]
[	3.7500000000000000e-01	3.4230749967540021e+01	3.3202553250562332e+01	]
[	4.0000000000000002e-01	-1.5337022441828225e+02	-2.9466895287793329e+02	]
[	4.2499999999999999e-01	-3.7970074398666486e+02	-3.3872452419721793e+02	]
[	4.5000000000000001e-01	-4.0657940973885036e+02	-3.0387084111933444e+02	]
[	4.7499999999999998e-01	-2.0112307490416680e-06	8.9401261215360723e-06	]
[	5.0000000000000000e-01	-2.0112307490416680e-06	8.9401261215360723e-06	]
