[	0.0000000000000000e+00	4.9998486200793673e+02	2.9964398534849045e+02	]
[	2.5000000000000001e-02	3.4009828230736849e+02	2.5471589933784651e+02	]
[	5.0000000000000003e-02	2.5382233282260628e+02	2.2583772024658504e+02	]
[	7.4999999999999997e-02	2.1010058600083747e+02	2.0246826740125451e+02	]
[	1.0000000000000001e-01	1.8380360319012567e+02	1.5500307044948144e+02	]
[	1.2500000000000000e-01	1.7932944852553524e+02	8.9516534009186756e+01	]
[	1.4999999999999999e-01	2.3702255413080003e+01	-1.8746745484623165e+01	]
[	1.7499999999999999e-01	1.6299220325010101e+01	-1.0359231967650677e+01	]
[	2.0000000000000001e-01	-1.1425468480379916e+01	-5.6118280183208027e+00	]
[	2.2500000000000001e-01	-2.3157221952519009e+01	9.4214903659460625e-01	]
[	2.5000000000000000e-01	-3.6291239986312220e+01	-7.0736335687779388e+01	]
[	2.7500000000000002e-01	-1.5589325208000722e+02	-9.1524045667257070e+01	]
[	2.9999999999999999e-01	-4.9998961528731957e+02	-4.3028321736157289e+02	]
[	3.2500000000000001e-01	-3.3633807481873492e+02	-1.3590092415399610e+02	]
[	3.4999999999999998e-01	-3.8027200012569517e+02	-1.4532948191504823e+02	]
[	3.7500000000000000e-01	-4.5941598031426474e+02	-1.8578552824969915e+02	]
[	4.0000000000000002e-01	-4.9996257672975634e+02	-1.7899430432924484e+02	]
[	4.2499999999999999e-01	-4.9989994938233025e+02	-9.1107903541343717e+01	]
[	4.5000000000000001e-01	-4.9999999999999886e+02	5.0000000000000000e+02	]
[	4.7499999999999998e-01	-4.1796666911984929e+01	1.2085486874657427e+02	]
[	5.0000000000000000e-01	-4.1796666911984929e+01	1.2085486874657427e+02	]
