[	0.0000000000000000e+00	3.3161900682138264e+02	-1.9671052813873038e+02	]
[	2.5000000000000001e-02	1.8475993475297147e+02	-1.7301757564435943e+02	]
[	5.0000000000000003e-02	1.2171662543391368e+02	-9.6458599737853362e+01	]
[	7.4999999999999997e-02	8.3092391187616641e+01	-5.2354135133480469e+01	]
[	1.0000000000000001e-01	9.3042735338225427e+01	-7.2322054050782000e+01	]
[	1.2500000000000000e-01	1.0431482347462114e+02	-8.7948505531547923e+01	]
[	1.4999999999999999e-01	7.6505736041247545e+01	-6.1219718561691650e+01	]
[	1.7499999999999999e-01	2.3637152673085343e+01	-2.2451622670813045e+01	]
[	2.0000000000000001e-01	-2.9638943610556883e+01	2.6734310985701885e+01	]
[	2.2500000000000001e-01	5.1388063932900018e+01	4.6022176016892516e+01	]
[	2.5000000000000000e-01	-4.4704319815797923e+01	9.3417399147826430e+01	]
[	2.7500000000000002e-01	-5.1769816322418819e+01	2.0966608052061153e+02	]
[	2.9999999999999999e-01	-2.9429081250688984e+01	1.8996457083341173e+02	]
[	3.2500000000000001e-01	-3.9565725717413183e+00	4.2519518739193806e+01	]
[	3.4999999999999998e-01	1.4308944409551847e+01	-1.7545241463051650e+02	]
[	3.7500000000000000e-01	1.6740511195555676e+01	-2.1062979215629014e+02	]
[	4.0000000000000002e-01	2.9832561466652339e+02	-1.5443390354275141e+02	]
[	4.2499999999999999e-01	4.9914419121677139e+02	5.4904610310907920e+01	]
[	4.5000000000000001e-01	2.9714216225745656e+02	1.1434483019054629e+02	]
[	4.7499999999999998e-01	-2.4948400263409066e-07	9.0715829438358574e-07	]
[	5.0000000000000000e-01	-2.4948400263409066e-07	9.0715829438358574e-07	]
