[	0.0000000000000000e+00	5.0463070869445801e+00	2.5356819629669189e+00	1.6092792510986328e+01	2.0225715637207031e-01	]
[	2.5000000000000001e-02	5.4282868395388970e+00	2.4120018941051646e+00	1.4370563143224668e+01	-1.0007527860789379e+01	]
[	5.0000000000000003e-02	5.7506786030796411e+00	2.0835364319789709e+00	1.1526875153182905e+01	-1.6265064422847647e+01	]
[	7.4999999999999997e-02	5.9882630030721931e+00	1.6717813175932874e+00	7.6126858758356413e+00	-1.6592480582695952e+01	]
[	1.0000000000000001e-01	6.1077239099882803e+00	1.3368758044775950e+00	1.9125713325544453e+00	-9.9496767415923770e+00	]
[	1.2500000000000000e-01	6.0558809259095563e+00	1.2518025385956200e+00	-6.1259535168840440e+00	3.2079173745357430e+00	]
[	1.4999999999999999e-01	5.7880384884105966e+00	1.5223597737151822e+00	-1.5225393120026418e+01	1.7865599343572775e+01	]
[	1.7499999999999999e-01	5.3706343212496073e+00	1.9615036700735746e+00	-1.8240855844168905e+01	1.7120130341797974e+01	]
[	2.0000000000000001e-01	4.9103862235106890e+00	2.2866767464584536e+00	-1.8592117317187927e+01	8.9771389620693043e+00	]
[	2.2500000000000001e-01	4.4276478882976615e+00	2.5640150194398608e+00	-2.0041374655803260e+01	1.3270248200479974e+01	]
[	2.5000000000000000e-01	3.9166552381230875e+00	2.8712064083706781e+00	-2.0816375982276586e+01	1.1457732076472286e+01	]
[	2.7500000000000002e-01	3.4366572466006997e+00	3.2051133300337278e+00	-1.7539828604330939e+01	1.5462511692026590e+01	]
[	2.9999999999999999e-01	3.0496565554386006e+00	3.6105710374275568e+00	-1.3431621478575327e+01	1.7054888445103835e+01	]
[	3.2500000000000001e-01	2.7399066829818253e+00	4.1484473942228934e+00	-1.1661130032593759e+01	2.6211160776702730e+01	]
[	3.4999999999999998e-01	2.5134305105031958e+00	4.7114133783563670e+00	-6.3924606952196532e+00	1.8450639920154028e+01	]
[	3.7500000000000000e-01	2.4829562532083229e+00	4.9259143986274161e+00	4.1663373635840228e+00	-1.7045584273791983e+00	]
[	4.0000000000000002e-01	2.6951213588305691e+00	4.7094710544905407e+00	1.2757520490103056e+01	-1.5191960633017729e+01	]
[	4.2499999999999999e-01	3.0975383339602955e+00	4.2535105306392049e+00	1.9482750770700001e+01	-2.0827058020467231e+01	]
[	4.5000000000000001e-01	3.6212059995330681e+00	3.8371465336317518e+00	2.2493085313156811e+01	-1.2508110426877401e+01	]
[	4.7499999999999998e-01	4.2677141256134572e+00	3.4914523960369852e+00	2.9255905069371476e+01	-1.5133659521688969e+01	]
[	5.0000000000000000e-01	5.0010657310485840e+00	3.1361289024353027e+00	2.9370109558105469e+01	-1.3762912750244141e+01	]
