[	0.0000000000000000e+00	2.8392059803009033e+00	2.1742417812347412e+00	-4.3285751342773438e-01	-7.2415466308593750e+00	]
[	2.5000000000000001e-02	2.8560828510354574e+00	2.0248473374784020e+00	1.7186703119520648e+00	-4.6813994067804243e+00	]
[	5.0000000000000003e-02	2.9179468972839024e+00	1.9474236005306305e+00	3.2114299239815618e+00	-1.5151828604597601e+00	]
[	7.4999999999999997e-02	3.0123772277914087e+00	1.9510555657150299e+00	4.3728446894835526e+00	1.7669837899783558e+00	]
[	1.0000000000000001e-01	3.1346512241353555e+00	2.0328693862220666e+00	5.4741880766446700e+00	4.7140372091957099e+00	]
[	1.2500000000000000e-01	3.2857168393306511e+00	2.1822302242244849e+00	6.6895096918304437e+00	7.1663627720468703e+00	]
[	1.4999999999999999e-01	3.4693137073889586e+00	2.3855559970165134e+00	8.0602124460938267e+00	9.0544777470327222e+00	]
[	1.7499999999999999e-01	3.6878598585958740e+00	2.6285942446766017e+00	9.4342244584135759e+00	1.0395591832512658e+01	]
[	2.0000000000000001e-01	3.9349891566774966e+00	2.8775424559357559e+00	1.0253131291781653e+01	9.6050121762828340e+00	]
[	2.2500000000000001e-01	4.1958082379001693e+00	3.1171302486228427e+00	1.0528756782652309e+01	9.6547108285084366e+00	]
[	2.5000000000000000e-01	4.4611016591150152e+00	3.3569897933787414e+00	1.0606563439116510e+01	9.6319520941337284e+00	]
[	2.7500000000000002e-01	4.7095794770543469e+00	3.6065081764874507e+00	9.1955946197137379e+00	1.0407984978099329e+01	]
[	2.9999999999999999e-01	4.9074856195654002e+00	3.8781011744119529e+00	6.6054328595646821e+00	1.1352252810406782e+01	]
[	3.2500000000000001e-01	5.0431673662873662e+00	4.1701341729912924e+00	4.2556809343801625e+00	1.2017306906609251e+01	]
[	3.4999999999999998e-01	5.1271545873362703e+00	4.4676204246778726e+00	2.5130420010066619e+00	1.1755468154497061e+01	]
[	3.7500000000000000e-01	5.1798388406071965e+00	4.7365778998799852e+00	1.7909845817447898e+00	9.6837103091686352e+00	]
[	4.0000000000000002e-01	5.2325201112398601e+00	4.9217179280501746e+00	2.5210361407793407e+00	5.0213591967822087e+00	]
[	4.2499999999999999e-01	5.3033761763611063e+00	4.9814694946336227e+00	3.2014445378258123e+00	-2.9695335863960032e-01	]
[	4.5000000000000001e-01	5.3884926731170388e+00	4.8997322717064398e+00	3.5924495228294546e+00	-6.2184048090065858e+00	]
[	4.7499999999999998e-01	5.4797116913465684e+00	4.6912471936223108e+00	3.6372708442606880e+00	-1.0388723580118807e+01	]
[	5.0000000000000000e-01	5.5675706863403320e+00	4.4360408782958984e+00	3.3950958251953125e+00	-1.0038850784301758e+01	]
