[	0.0000000000000000e+00	5.3522300720214844e+00	1.1056851148605347e+00	-1.9114974975585938e+01	-9.8433513641357422e+00	]
[	2.5000000000000001e-02	5.0021209363062589e+00	6.7956373221834654e-01	-8.9357348065522277e+00	-2.3955887933818953e+01	]
[	5.0000000000000003e-02	4.7860167089419647e+00	1.9171575446789998e-01	-9.0189413451146780e+00	-1.4112488318555242e+01	]
[	7.4999999999999997e-02	4.5339169055488231e+00	-1.0791946795971851e-07	-1.1258186325922345e+01	-1.0432769670048820e+00	]
[	1.0000000000000001e-01	4.2701072229214594e+00	1.7828301453238885e-02	-9.8444428795868824e+00	2.4634591677129731e+00	]
[	1.2500000000000000e-01	3.9947478798219498e+00	2.4335910114604412e-01	-1.2159058018323211e+01	1.5484601226054624e+01	]
[	1.4999999999999999e-01	3.6667510992601335e+00	7.8028314109519115e-01	-1.3828169286377458e+01	2.6934121391314140e+01	]
[	1.7499999999999999e-01	3.3243831855459240e+00	1.5551491170983947e+00	-1.3016348020650469e+01	3.4403292152061667e+01	]
[	2.0000000000000001e-01	3.0671439788944665e+00	2.4110398729055209e+00	-7.3169103002684812e+00	3.4380245659022989e+01	]
[	2.2500000000000001e-01	3.0290453885758839e+00	3.0498102185400682e+00	3.8134113095701823e+00	1.7235472936219150e+01	]
[	2.5000000000000000e-01	3.0409385226029593e+00	3.6111130263045204e+00	-3.1848549374101398e+00	2.7918381883510097e+01	]
[	2.7500000000000002e-01	2.8558588509263725e+00	4.3997049584365993e+00	-1.1792603913641845e+01	3.5841436181042894e+01	]
[	2.9999999999999999e-01	2.5293121822328732e+00	5.2214647699709582e+00	-1.3762634087232575e+01	2.9470273325306479e+01	]
[	3.2500000000000001e-01	2.1926601412700242e+00	5.8406150292066341e+00	-1.2799936253840830e+01	1.9396261779859092e+01	]
[	3.4999999999999998e-01	1.8996325657097064e+00	6.1689227869813443e+00	-1.0567946174401621e+01	6.6577970806244560e+00	]
[	3.7500000000000000e-01	1.6211933492290627e+00	6.2831801079193754e+00	-1.1698985823995539e+01	2.4503017751076386e+00	]
[	4.0000000000000002e-01	1.3178146321145596e+00	6.2831801079199394e+00	-1.2570384360351669e+01	-2.4518162728250958e+00	]
[	4.2499999999999999e-01	1.0321324680371056e+00	6.0576649881331148e+00	-1.0446362894364851e+01	-1.5318426620154948e+01	]
[	4.5000000000000001e-01	8.2221249932565710e-01	5.4828587744168855e+00	-7.2903206811432879e+00	-2.9325459771624928e+01	]
[	4.7499999999999998e-01	5.5830176295816025e-01	4.7308032470368770e+00	-1.5000164700865016e+01	-2.9531185151138200e+01	]
[	5.0000000000000000e-01	6.1864357441663916e-02	4.1229863166809082e+00	-2.4302211761474609e+01	-1.9357244491577156e+01	]
