[	0.0000000000000000e+00	4.9999936849022498e+02	1.9196901244962842e+02	]
[	2.5000000000000001e-02	4.9929430972100005e+02	1.8482621353431244e+02	]
[	5.0000000000000003e-02	4.9913346329173299e+02	1.7675998672612869e+02	]
[	7.4999999999999997e-02	4.4096197945856335e+02	1.5058080821529219e+02	]
[	1.0000000000000001e-01	3.1114633091670589e+02	1.0394150924807279e+02	]
[	1.2500000000000000e-01	2.1769463627111733e+02	6.9520021034142914e+01	]
[	1.4999999999999999e-01	1.4318767163248262e+02	3.8756813512347854e+01	]
[	1.7499999999999999e-01	6.9608952037605661e+01	6.7404796073217605e+00	]
[	2.0000000000000001e-01	-3.7795418628685900e+00	-4.4526937385957179e+00	]
[	2.2500000000000001e-01	-6.7085341477636149e+01	-5.0092756023101401e+01	]
[	2.5000000000000000e-01	-1.6557083082124498e+02	-9.8962902159268239e+01	]
[	2.7500000000000002e-01	-4.9995266195016535e+02	-1.7292817730793431e+02	]
[	2.9999999999999999e-01	-4.9013674227997581e+02	-2.5064467446167001e+02	]
[	3.2500000000000001e-01	-4.5309413199563255e+02	-2.3370300046193057e+02	]
[	3.4999999999999998e-01	-4.1213547455437498e+02	-1.2759941669140734e+02	]
[	3.7500000000000000e-01	-4.8043801422631964e+02	-2.7292364454326980e+02	]
[	4.0000000000000002e-01	-4.9640962046326439e+02	-3.0608827618059610e+02	]
[	4.2499999999999999e-01	-4.9582739283500712e+02	-2.9185006806543385e+02	]
[	4.5000000000000001e-01	6.4099220915096026e+01	-4.9234947603404254e+02	]
[	4.7499999999999998e-01	7.5911543210716845e-09	-7.0510780785756398e-11	]
[	5.0000000000000000e-01	7.5911543210716845e-09	-7.0510780785756398e-11	]
