0.0000000000000000e+00	5.6840610504150391e+00	1.2957694530487061e+00	-2.0416810989379883e+01	2.6053409576416016e+01	2.1728009730803549e+02	3.8856062923592077e+02
2.5000000000000001e-02	5.1436264844046704e+00	2.1370539716327133e+00	-2.1702374446027370e+01	4.0064863404797698e+01	-1.8584537682422265e+02	-4.3648169981374842e+01
5.0000000000000003e-02	4.4751718139985730e+00	2.9005729111093252e+00	-3.3787105497018160e+01	2.0128164770624117e+01	2.3723400018948658e+02	-3.8061352266952952e+02
7.4999999999999997e-02	3.6171758575122244e+00	2.9580602869436636e+00	-3.3546262002622086e+01	-1.4491364943040978e+01	2.5819082905060679e+02	-3.6690805758490791e+02
1.0000000000000001e-01	2.9833132156222710e+00	2.1885474135775831e+00	-1.1142352583925881e+01	-4.7168383119292820e+01	-2.5166210794764353e+02	-3.7624266756887641e+02
1.2500000000000000e-01	3.2347308918109938e+00	5.6169314721606384e-02	4.6986805225023389e+01	-1.7499899275911289e+02	-1.3769418545608718e+02	2.0939872890646024e+02
1.4999999999999999e-01	3.4429119986392531e+00	-2.1952007149895483e+00	-2.0155829096720925e+01	-5.1265811474550844e+01	-8.5920739658190755e+00	3.2632175347083466e+02
1.7499999999999999e-01	2.5913181078118876e+00	-2.9817403527092634e+00	-3.8421800284791317e+01	-1.2331198468787628e+01	-1.7764124431788439e+01	5.8886124407501388e+00
2.0000000000000001e-01	1.6180202667597634e+00	-3.2427984374833088e+00	-3.9227168815454959e+01	-1.0848539555412495e+01	7.5647660869823440e+01	3.5100168226913848e+02
2.2500000000000001e-01	7.5145283748353453e-01	-3.2151431037428391e+00	-3.0556917959820488e+01	1.3470657326661771e+01	3.5137995355926057e+02	3.7082137736772080e+02
2.5000000000000000e-01	2.5289167975374710e-01	-2.3901094413461488e+00	-1.3091940721498883e+01	5.1368139163326489e+01	3.3574248843777707e+02	1.3760840183631484e+02
2.7500000000000002e-01	-2.1121667842382508e-01	-7.5256459018030319e-01	-3.0406749266190864e+01	9.6480319898979417e+01	1.4321145479865063e+01	-3.2440682652118085e+02
2.9999999999999999e-01	-7.8300409742778132e-01	9.5758827408455172e-01	-8.6535777922783232e+00	2.2928099935600954e+01	4.0000000000000000e+02	-1.9693450434547208e+02
3.2500000000000001e-01	-8.0630297530821715e-01	1.0187809604173967e+00	5.6145802931232058e+00	-1.4674336016681043e+01	2.1695780193372849e+02	3.0306393384680871e+02
3.4999999999999998e-01	-7.0091234276006842e-01	9.2517992251839898e-01	3.3733709283643236e+00	5.7830486597329509e+00	2.6387382082918384e+02	2.9932940089934249e+01
3.7500000000000000e-01	-5.4165554789178749e-01	9.2663634650735405e-01	9.4293505374480890e+00	-6.1298931089352564e+00	-4.0000000000000000e+02	4.0000000000000000e+02
4.0000000000000002e-01	-5.5288434289765387e-01	1.5802470355257225e+00	-5.6662540706220330e+00	4.9895871203910062e+01	-3.5796024836783317e+02	1.3902179317337533e+02
4.2499999999999999e-01	-5.2868994405933623e-01	2.9037840762991038e+00	1.0134444545881724e+01	5.9192514372107986e+01	3.0169371175635206e+02	-4.0000000000000000e+02
4.5000000000000001e-01	-2.9830752593120857e-01	4.0160927382626213e+00	4.5652520980888447e+00	2.8654603243247635e+01	4.0000000000000000e+02	-4.0000000000000000e+02
4.7499999999999998e-01	-1.1858029215524532e-01	4.3535288305025341e+00	1.1798912237226672e+01	-2.0901617576842346e+00	4.8730253252335892e+01	-4.4776843115778135e+01
5.0000000000000000e-01	1.9279287755487443e-01	4.3181486129760778e+00	1.2984603881836186e+01	-5.3704261779760776e-01	4.8730253252335892e+01	-4.4776843115778135e+01
