2.1728009730803549e+02	3.8856062923592077e+02
-1.8584537682422265e+02	-4.3648169981374842e+01
2.3723400018948658e+02	-3.8061352266952952e+02
2.5819082905060679e+02	-3.6690805758490791e+02
-2.5166210794764353e+02	-3.7624266756887641e+02
-1.3769418545608718e+02	2.0939872890646024e+02
-8.5920739658190755e+00	3.2632175347083466e+02
-1.7764124431788439e+01	5.8886124407501388e+00
7.5647660869823440e+01	3.5100168226913848e+02
3.5137995355926057e+02	3.7082137736772080e+02
3.3574248843777707e+02	1.3760840183631484e+02
1.4321145479865063e+01	-3.2440682652118085e+02
4.0000000000000000e+02	-1.9693450434547208e+02
2.1695780193372849e+02	3.0306393384680871e+02
2.6387382082918384e+02	2.9932940089934249e+01
-4.0000000000000000e+02	4.0000000000000000e+02
-3.5796024836783317e+02	1.3902179317337533e+02
3.0169371175635206e+02	-4.0000000000000000e+02
4.0000000000000000e+02	-4.0000000000000000e+02
4.8730253252335892e+01	-4.4776843115778135e+01
4.8730253252335892e+01	-4.4776843115778135e+01
