5.2229743003845215e+00	4.5774326324462891e+00	2.9160766601562500e+01	-1.3300653457641602e+01	4.2994203567504883e+00	5.4768385887145996e+00	3.7000045776367188e+00	-1.5376306533813477e+01	2.610359e-15
5.4755401611328125e+00	4.4247922897338867e+00	2.4986335754394531e+01	-1.4030511856079102e+01	2.8817598819732666e+00	2.5570604801177979e+00	-3.2109775543212891e+00	-1.3017520904541016e+01	2.646926e-11
1.4365923404693604e+00	5.3723349571228027e+00	-2.0634687423706055e+01	2.3976406097412109e+01	3.1895408630371094e+00	2.6630673408508301e+00	1.9253631591796875e+01	2.6635608673095703e+01	2.222220e-10
7.4783951044082642e-01	8.4305927157402039e-02	2.5523170471191406e+01	-2.8940212249755859e+01	5.6470398902893066e+00	4.6239519119262695e+00	-2.1931739807128906e+01	-2.1638515472412109e+01	4.695087e-16
1.1482855081558228e+00	5.3078413009643555e+00	-7.8750000000000000e+00	5.9951362609863281e+00	4.6247138977050781e+00	6.1510725021362305e+00	2.3312549591064453e+01	-1.0106897354125977e+01	3.347718e-16
3.1770131587982178e+00	2.7854850292205811e+00	-6.8577938079833984e+00	-3.6437854766845703e+00	2.7934350967407227e+00	4.5420889854431152e+00	6.0926208496093750e+00	-1.1946659088134766e+01	9.889607e-13
4.1602468490600586e+00	2.4690327644348145e+00	2.1519840240478516e+01	-6.1097354888916016e+00	2.3369252681732178e+00	4.6948328018188477e+00	1.3783363342285156e+01	2.2654273986816406e+01	5.052675e-11
5.4137306213378906e+00	8.5414797067642223e-01	-8.7743434906005859e+00	-1.5986627578735352e+01	5.5489807128906250e+00	5.2454298734664906e-01	-2.3332353591918945e+01	-2.5579263687133789e+01	3.305878e+04
1.6104418039321899e+00	5.8328309059143066e+00	-6.7773113250732422e+00	-2.1632493972778320e+01	7.4193775653839111e-02	3.1301059722900391e+00	-1.7211757659912109e+01	-1.7356908798217773e+01	2.539799e-13
3.8906624317169189e+00	1.6136987209320068e+00	7.8914985656738281e+00	7.3940277099609375e-02	6.6743564605712891e-01	6.4545601606369019e-02	-1.0452634811401367e+01	-4.0959529876708984e+00	1.647493e-16
5.2368741035461426e+00	1.0611001253128052e+00	-2.6957523345947266e+01	-2.2479541778564453e+01	1.8173940181732178e+00	3.9286947250366211e+00	-1.3270227432250977e+01	2.7334518432617188e+00	8.944148e-14
5.3416767120361328e+00	4.7107577323913574e+00	-1.9328742980957031e+01	-4.0780029296875000e+00	4.1422657966613770e+00	1.5821487903594971e+00	1.3539142608642578e+00	-2.8986751556396484e+01	6.803490e-13
3.4783451557159424e+00	4.1838088035583496e+00	1.1100955963134766e+01	3.9242744445800781e+00	1.0307344198226929e+00	5.6432590484619141e+00	1.6567367553710938e+01	-2.4588731765747070e+01	6.654945e-16
5.1527700424194336e+00	1.5125836431980133e-01	-8.2390174865722656e+00	-6.7900009155273438e+00	2.2855548858642578e+00	3.5395753383636475e+00	-1.8047159194946289e+01	2.8978576660156250e+01	9.187162e-13
5.1532740592956543e+00	5.2196831703186035e+00	-9.4748497009277344e-01	2.5583728790283203e+01	5.2842283248901367e+00	5.0893630981445312e+00	-8.5122241973876953e+00	1.0469207763671875e+01	1.482760e-14
6.1504635810852051e+00	2.5687999725341797e+00	1.7989665985107422e+01	-1.3912502288818359e+01	2.1431408822535314e-01	4.9421802163001483e-01	1.8820945739782239e+01	5.2623252868282311e+00	6.330345e+04
5.9897956848144531e+00	2.2710497379302979e+00	6.2264671325683594e+00	-1.0976158142089844e+01	5.8106250762939453e+00	5.0453214645385742e+00	-1.1997583389282227e+01	1.4697608947753906e+01	4.799264e-15
3.9818236827850342e+00	4.9275765419006348e+00	1.0281337738037109e+01	-1.5156478881835938e+00	3.7337601184844971e+00	1.8526081740856171e-01	-2.1046440124511719e+01	4.3874626159667969e+00	3.107677e-11
2.7540607452392578e+00	5.9630756378173828e+00	2.0474956512451172e+01	-1.6540870666503906e+00	1.7411366105079651e-01	4.1150541305541992e+00	-2.6391757965087891e+01	1.6334564208984375e+01	2.199808e-10
9.6528553962707520e-01	1.3398720026016235e+00	1.0849258422851562e+01	3.0289039611816406e+00	8.9522922039031982e-01	4.2699680328369141e+00	1.6045372009277344e+01	-2.4252799987792969e+01	4.431282e-08
2.3934657573699951e+00	3.1777827739715576e+00	-1.0657066345214844e+01	-5.4814033508300781e+00	1.0096566677093506e+00	2.4034395217895508e+00	-1.9146839141845703e+01	-1.1140676498413086e+01	2.379537e-11
3.7433116436004639e+00	5.4142603874206543e+00	2.1888229370117188e+01	1.4294837951660156e+01	3.4010484218597412e+00	3.9723939895629883e+00	2.0042037963867188e+01	4.9398117065429688e+00	7.944816e-14
6.7371183633804321e-01	4.8494033813476562e+00	8.0019607543945312e+00	-4.8124561309814453e+00	5.8864474296569824e-01	1.8028239011764526e+00	-1.6342056274414062e+01	-6.4816074371337891e+00	7.239131e-12
3.1491982936859131e-01	2.3207587003707886e-01	1.0336376190185547e+01	1.4444328308105469e+01	5.1053991317749023e+00	2.0616340637207031e+00	-3.9131717681884766e+00	2.0102931976318359e+01	8.152812e-13
1.5331230163574219e+00	1.6075536012649536e+00	-2.3138412475585938e+01	-3.3414726257324219e+00	1.9808431863784790e+00	1.3037255406379700e-01	-8.2088108062744141e+00	5.9831085205078125e+00	5.557219e-16
2.6186311244964600e+00	1.0136612653732300e+00	-4.9551391601562500e-01	-1.0018386840820312e+00	9.6169978380203247e-01	3.6888384819030762e+00	-2.5076446533203125e+01	-1.7809171676635742e+01	1.692264e-14
4.3048057556152344e+00	5.5892378091812134e-01	6.5786933898925781e+00	2.0924282073974609e+01	2.1706395149230957e+00	4.4531931877136230e+00	-2.1738349914550781e+01	5.3683547973632812e+00	1.344494e-13
2.3852336406707764e+00	1.9850901365280151e+00	1.6261543273925781e+01	1.3505416870117188e+01	1.5510308742523193e-01	5.7096505165100098e+00	-1.1126228332519531e+01	2.9357040405273438e+01	1.190328e-19
1.0101706981658936e+00	2.1887097358703613e+00	-1.3851366043090820e+01	-3.9853687286376953e+00	4.6829299926757812e+00	9.3444818258285522e-01	-2.2611061096191406e+01	-1.1783445358276367e+01	3.573590e-15
4.2359318733215332e+00	4.5140166282653809e+00	-1.4806632995605469e+00	1.1931331634521484e+01	3.9404871463775635e+00	4.9629907608032227e+00	1.1288372039794922e+01	1.7275341033935547e+01	2.270141e-13
8.6852002143859863e-01	6.0147848129272461e+00	-1.6710029602050781e+01	2.3012489318847656e+01	6.6605263948440552e-01	2.1654887199401855e+00	-1.8770957946777344e+01	7.5628547668457031e+00	4.175412e-19
4.0254573822021484e+00	1.2699346542358398e+00	-2.3729606628417969e+01	-1.8502246856689453e+01	8.2698839902877808e-01	1.0393387079238892e+00	1.5111137390136719e+01	2.5174713134765625e+01	1.542612e-13
1.5416381359100342e+00	2.5371038913726807e+00	2.6681629180908203e+01	6.9581680297851562e+00	4.7879462242124049e+00	5.6052045822144496e+00	-8.0279102325548575e+00	-3.8282413482624769e+00	4.350228e+03
8.6222255229949951e-01	1.5114719867706299e+00	8.7984275817871094e-01	-1.4897113800048828e+01	4.2500348091125488e+00	1.0218783617019653e+00	1.3202610015869141e+01	1.5941734313964844e+00	2.457025e-16
3.8360409736633301e+00	5.2874455451965332e+00	-2.1896909713745117e+01	-1.5739565849304199e+01	3.9672560691833496e+00	5.1722579002380371e+00	-2.8464225769042969e+01	1.6178298950195312e+01	1.052449e-15
4.9038619995117188e+00	1.5525470972061157e+00	9.1907844543457031e+00	2.3188812255859375e+01	3.7180356979370117e+00	5.2799477577209473e+00	7.5166511535644531e-01	-1.6055023193359375e+01	7.895490e-12
3.6423010826110840e+00	2.4088932573795319e-01	8.6267623901367188e+00	-9.4970054626464844e+00	5.8460936546325684e+00	6.2711551785469055e-02	1.6674755096435547e+01	2.4576530456542969e+00	4.838930e-16
5.3501572608947754e+00	5.7363181114196777e+00	1.6718086242675781e+01	-1.0251865386962891e+00	4.6253952980041504e+00	5.0531287193298340e+00	-1.4846888542175293e+01	9.9778175354003906e-01	5.960808e-14
3.2249546051025391e-01	5.6908750534057617e+00	-5.8134040832519531e+00	8.5842628479003906e+00	4.6876420974731445e+00	5.7531166076660156e+00	2.2529239654541016e+01	1.7310543060302734e+01	1.869024e-18
1.1460088193416595e-01	6.1986126899719238e+00	4.2247962951660156e-01	-3.7981033325195312e-01	2.6867529749870300e-01	5.3405370712280273e+00	2.9274673461914062e+00	-2.1760787963867188e+01	1.699487e-15
5.2570433616638184e+00	5.9415569305419922e+00	-2.0261108398437500e+01	2.0002655029296875e+01	7.5636541843414307e-01	4.5758543014526367e+00	1.0894477844238281e+01	-1.7514366149902344e+01	1.156863e-13
4.5779719948768616e-01	7.9703897237777710e-02	-2.8082185745239258e+01	-1.6699071884155273e+01	3.7469604015335727e+00	2.3402519226075311e+00	-4.6901817322149713e+00	-2.4855489730834151e+01	2.077491e+04
7.2930306196212769e-01	1.6653538942337036e+00	-1.0728120803833008e+01	1.6519157409667969e+01	6.1811165809631348e+00	2.1687223911285400e+00	2.8034297943115234e+01	-2.9880277633666992e+01	8.870815e+03
2.0841548442840576e+00	2.9799845218658447e+00	-2.6008605957031250e-01	-7.5321102142333984e+00	2.0373413562774658e+00	2.7932712435722351e-01	7.0710182189941406e-01	-2.0343698501586914e+01	6.365393e-12
