0.87647,1.8356,-8.0183,-2.6358,0.67951,1.7702,-7.7558,-2.5939
0.87647,1.8356,-8.0183,-2.6358,0.48805,1.705,-7.5627,-2.6661
0.87647,1.8356,-8.0183,-2.6358,0.30179,1.6336,-7.3153,-3.1372
0.87647,1.8356,-8.0183,-2.6358,0.12409,1.5426,-6.8483,-4.2704
3.7223,0.29186,6.4527,-19.769,3.8814,-0.19335,5.9398,-18.106
1.5663,2.5785,15.333,-16.272,1.9294,2.1684,13.773,-16.621
6.0472,1.582,-0.16509,-11.947,6.0549,1.283,0.72238,-11.986
6.0472,1.582,-0.16509,-11.947,6.0809,0.9829,1.3162,-12.002
6.0472,1.582,-0.16509,-11.947,6.1181,0.68533,1.6073,-11.732
0.2562,3.7127,10.654,-29.005,0.5003,2.972,9.3236,-30.571
3.4478,4.3473,9.1177,-16.544,3.6806,3.9328,9.5358,-16.67
3.4478,4.3473,9.1177,-16.544,3.9248,3.5085,9.9483,-17.47
3.1582,3.6248,-0.44894,-18.285,3.123,3.1687,-1.9209,-18.06
3.1582,3.6248,-0.44894,-18.285,3.09,2.7338,-0.37649,-16.617
5.7381,3.2129,0.090978,17.898,5.7242,3.6564,-1.46,17.523
1.5565,2.2366,15.471,-29.136,1.9397,1.4986,15.331,-30.245
1.5565,2.2366,15.471,-29.136,2.3251,0.73022,15.327,-30.487
2.726,2.5039,6.951,8.1056,2.919,2.7074,8.4881,8.2195
3.603,3.97,-3.0933,-12.407,2.8374,2.3638,-3.7054,-12.834
6.1992,2.3516,-7.7615,18.768,6.0129,2.8266,-7.0947,19.465
0.46368,3.48,28.158,1.3859,1.1562,3.5129,27.487,1.0444
6.2032,0.9451,5.6478,-7.1465,6.3499,0.74172,6.1116,-9.1917
6.1577,3.0952,-10.275,8.0041,5.9031,3.3001,-9.9882,8.5704
3.0443,3.8846,-7.8652,-2.2479,2.8425,3.8286,-8.3007,-2.2248
3.0443,3.8846,-7.8652,-2.2479,2.6285,3.7738,-8.8303,-2.1556
3.0443,3.8846,-7.8652,-2.2479,2.4002,3.7213,-9.4488,-2.03
4.4821,5.6248,0.70065,1.9268,4.4936,5.6911,0.20621,3.4245
3.3747,3.6872,14.726,-4.1004,3.7516,3.5835,15.469,-4.2651
3.3747,3.6872,14.726,-4.1004,4.1499,3.4682,16.406,-5.167
5.5116,2.4658,18.996,-3.6519,5.9791,2.3739,18.54,-3.7894
5.5116,2.4658,18.996,-3.6519,6.444,2.2669,18.717,-5.0796
4.538,4.5241,8.4689,11.637,4.723,4.8096,6.5163,11.049
1.141,5.708,5.0035,-5.9489,1.2603,5.5811,4.5504,-4.2218
3.6834,3.1786,6.6873,-28.913,3.8684,2.4597,8.6381,-28.788
2.1762,2.18,14.25,-2.8669,2.5249,2.1086,13.725,-2.8895
2.1762,2.18,14.25,-2.8669,2.8658,2.0288,13.598,-3.7092
1.1083,3.1313,-4.8645,24.891,0.97039,3.7495,-6.558,24.627
6.2635,3.1554,5.7231,-25.975,6.4212,2.5097,7.307,-25.778
2.8481,3.2948,-3.5542,-5.9542,2.7576,3.1463,-3.6456,-5.9269
2.8481,3.2948,-3.5542,-5.9542,2.6677,2.9988,-3.514,-5.8641
2.8481,3.2948,-3.5542,-5.9542,2.5835,2.8532,-3.1961,-5.779
2.8481,3.2948,-3.5542,-5.9542,2.5089,2.7098,-2.7617,-5.6958
2.8481,3.2948,-3.5542,-5.9542,2.4458,2.5683,-2.2781,-5.6354
2.8481,3.2948,-3.5542,-5.9542,2.395,2.4278,-1.7921,-5.6101
3.7089,1.6843,7.4489,-5.4353,3.8894,1.5496,6.997,-5.3024
3.7089,1.6843,7.4489,-5.4353,4.0592,1.4206,6.5995,-4.9974
3.7089,1.6843,7.4489,-5.4353,4.22,1.2998,6.2742,-4.6825
3.7089,1.6843,7.4489,-5.4353,4.3739,1.1848,6.0594,-4.5752
3.7089,1.6843,7.4489,-5.4353,4.5243,1.0671,6.0147,-4.9499
3.7089,1.6843,7.4489,-5.4353,4.6768,0.9303,6.2364,-6.174
0.73985,3.6224,-13.557,3.2507,0.40504,3.7046,-13.257,3.3551
0.73985,3.6224,-13.557,3.2507,0.075629,3.7911,-13.124,3.5899
0.73985,3.6224,-13.557,3.2507,-0.25241,3.8852,-13.142,3.9702
0.73985,3.6224,-13.557,3.2507,-0.58238,3.9918,-13.271,4.6279
4.5179,1.8669,3.9843,-1.437,4.616,1.8313,3.867,-1.4011
4.5179,1.8669,3.9843,-1.437,4.7113,1.7973,3.755,-1.311
4.5179,1.8669,3.9843,-1.437,4.8038,1.7661,3.6509,-1.1795
4.5179,1.8669,3.9843,-1.437,4.8939,1.7385,3.5574,-1.021
4.5179,1.8669,3.9843,-1.437,4.9818,1.7151,3.477,-0.85126
4.5179,1.8669,3.9843,-1.437,5.0679,1.6959,3.4124,-0.68673
4.5179,1.8669,3.9843,-1.437,5.1526,1.6806,3.3656,-0.5438
4.5179,1.8669,3.9843,-1.437,5.2364,1.6684,3.3382,-0.43801
4.5179,1.8669,3.9843,-1.437,5.3197,1.6583,3.3306,-0.38336
4.5179,1.8669,3.9843,-1.437,5.403,1.6487,3.3423,-0.39186
4.5179,1.8669,3.9843,-1.437,5.4869,1.6381,3.3718,-0.47351
4.5179,1.8669,3.9843,-1.437,5.5718,1.6244,3.4169,-0.63652
4.5179,1.8669,3.9843,-1.437,5.6579,1.6055,3.4754,-0.88798
4.5179,1.8669,3.9843,-1.437,5.7456,1.5792,3.5459,-1.2348
4.5179,1.8669,3.9843,-1.437,5.8353,1.5429,3.6285,-1.6854
4.5179,1.8669,3.9843,-1.437,5.9272,1.4939,3.7263,-2.252
4.5179,1.8669,3.9843,-1.437,6.0218,1.4292,3.8472,-2.9553
1.3505,0.19593,-14.264,5.7047,-0.097342,-0.16024,-14.093,5.1692
5.2082,0.23253,5.7762,-16.199,5.3488,-0.15966,5.2922,-14.669
2.9368,3.8542,-19.978,29.47,2.4634,4.5993,-18.188,30.411
3.3739,3.7256,4.8052,-24.511,3.4633,3.1082,2.9261,-24.799
3.3739,3.7256,4.8052,-24.511,3.5602,2.5,5.2127,-23.903
2.5664,2.3417,-14.415,13.405,2.1804,2.6764,-16.515,13.433
2.1853,4.2601,3.9439,-13.978,2.273,3.9082,3.0145,-14.278
0.42318,3.6579,-9.247,7.2549,0.19785,3.8406,-8.7763,7.404
0.42318,3.6579,-9.247,7.2549,-0.015903,4.0293,-8.3346,7.7102
0.42318,3.6579,-9.247,7.2549,-0.21956,4.2266,-7.9736,8.0866
1.339,0.19562,9.1,-7.8884,2.6066,-0.20564,9.5279,-9.3784
1.339,0.19562,9.1,-7.8884,3.0995,-0.69444,9.6942,-8.3116
3.0155,3.77,-12.5,11.699,2.7177,4.0632,-11.365,11.766
