28.927,1,3.3569,-0.3102,1.6599
55.048,1,3.3569,-0.3102,1.6599
75.449,1,3.3569,-0.3102,1.6599
88.931,0,3.3569,-0.3102,1.6599
1.1317,0,-1.1534,4.3822,4.4871
54.698,1,1.117,-1.4016,-0.88505
108.56,1,1.117,-1.4016,-0.88505
160.84,0,1.117,-1.4016,-0.88505
13.861,1,-0.99529,3.6709,0.44831
27.609,1,-0.99529,3.6709,0.44831
41.023,1,-0.99529,3.6709,0.44831
53.746,1,-0.99529,3.6709,0.44831
65.403,0,-0.99529,3.6709,0.44831
1.4314,0,4.4935,4.4745,3.7818
223.79,0,2.8463,1.409,-0.94804
21,1,0.93511,2.2964,2.4169
10.328,1,3.8036,2.5647,-0.54031
20.809,1,3.8036,2.5647,-0.54031
31.551,1,3.8036,2.5647,-0.54031
42.681,1,3.8036,2.5647,-0.54031
54.314,0,3.8036,2.5647,-0.54031
5.9501,1,-0.98905,0.43912,4.3896
12.651,1,-0.98905,0.43912,4.3896
21.06,1,-0.98905,0.43912,4.3896
0.465,0,3.9991,0.63705,-0.82758
0.83317,1,4.5101,1.7155,2.3812
1.8909,1,4.5101,1.7155,2.3812
3.3082,0,4.5101,1.7155,2.3812
1.2375,1,3.5362,2.7278,-0.5423
2.5218,0,3.5362,2.7278,-0.5423
10.453,1,3.1208,-1.331,0.020263
21.491,1,3.1208,-1.331,0.020263
33.725,0,3.1208,-1.331,0.020263
0.79933,0,-0.88956,1.2414,1.7751
87.92,1,-0.76174,0.21654,0.71326
194.47,0,-0.76174,0.21654,0.71326
0.35751,1,2.5951,-0.44572,4.4586
0.37968,0,3.9349,0.10271,-0.74962
0.72328,1,3.9349,0.10271,-0.74962
144.07,0,1.545,-1.0532,-0.18175
2.7168,1,3.9422,3.4336,2.5632
1.066,1,1.232,0.15298,4.6844
148.54,1,-0.61469,1.147,4.3492
59.249,1,-1.4996,0.48389,1.6817
120.28,1,-1.4996,0.48389,1.6817
181.85,0,-1.4996,0.48389,1.6817
133.16,0,2.9225,4.1326,-0.43541
0.62687,1,-0.53662,0.88862,4.5108
1.2915,1,-0.53662,0.88862,4.5108
2.0362,0,-0.53662,0.88862,4.5108
48.319,1,-0.74111,4.5134,1.2814
95.524,1,-0.74111,4.5134,1.2814
72.016,1,-0.51097,-1.3311,3.0514
4.6644,0,2.1054,3.8773,-0.27157
57.699,1,3.8813,2.013,-1.3705
13.614,0,2.5594,4.6987,-1.2588
11.489,1,0.81787,3.8464,1.6903
22.722,1,0.81787,3.8464,1.6903
33.279,1,0.81787,3.8464,1.6903
42.92,0,0.81787,3.8464,1.6903
0.31278,0,0.9371,2.0729,1.7813
10.195,0,-1.4406,0.066462,3.201
14.313,1,1.2851,3.7276,-0.94649
10.379,0,-0.52252,4.3623,3.7628
10.911,0,-0.52252,4.3623,3.7628
0.37096,1,1.8553,-1.1708,1.6491
0.75604,1,1.8553,-1.1708,1.6491
1.1773,0,1.8553,-1.1708,1.6491
5.3569,0,2.5527,3.5882,0.82184
10.752,1,3.7093,1.391,4.5715
21.807,1,3.7093,1.391,4.5715
33.67,0,3.7093,1.391,4.5715
32.973,1,3.0965,1.61,2.4107
61.033,1,3.0965,1.61,2.4107
80.325,0,3.0965,1.61,2.4107
23.666,1,-0.59536,1.9072,1.832
47.267,1,-0.59536,1.9072,1.832
71.781,0,-0.59536,1.9072,1.832
0.13711,1,0.22912,-0.28797,3.2105
0.27423,1,0.22912,-0.28797,3.2105
0.41171,1,0.22912,-0.28797,3.2105
0.54967,1,0.22912,-0.28797,3.2105
0.68809,1,0.22912,-0.28797,3.2105
0.82689,1,0.22912,-0.28797,3.2105
0.96598,1,0.22912,-0.28797,3.2105
1.1053,0,0.22912,-0.28797,3.2105
1.2447,0,0.22912,-0.28797,3.2105
1.3843,0,0.22912,-0.28797,3.2105
19.953,0,3.2276,2.0313,4.4271
0.10738,1,4.2413,-1.4411,1.4258
0.20166,1,4.2413,-1.4411,1.4258
0.27881,1,4.2413,-1.4411,1.4258
0.33848,1,4.2413,-1.4411,1.4258
0.38334,0,4.2413,-1.4411,1.4258
0.41686,0,4.2413,-1.4411,1.4258
0.44201,0,4.2413,-1.4411,1.4258
99.199,1,0.31437,0.68591,3.4775
0.11372,1,2.1086,2.3523,-1.1113
0.21153,1,2.1086,2.3523,-1.1113
0.29437,1,2.1086,2.3523,-1.1113
0.36374,1,2.1086,2.3523,-1.1113
0.42137,1,2.1086,2.3523,-1.1113
0.46899,1,2.1086,2.3523,-1.1113
0.50817,1,2.1086,2.3523,-1.1113
0.54031,1,2.1086,2.3523,-1.1113
0.56659,1,2.1086,2.3523,-1.1113
0.58802,1,2.1086,2.3523,-1.1113
0.60545,1,2.1086,2.3523,-1.1113
0.6196,1,2.1086,2.3523,-1.1113
0.63106,1,2.1086,2.3523,-1.1113
0.64033,0,2.1086,2.3523,-1.1113
0.64787,0,2.1086,2.3523,-1.1113
0.65405,0,2.1086,2.3523,-1.1113
0.6592,0,2.1086,2.3523,-1.1113
0.66364,0,2.1086,2.3523,-1.1113
0.00802,1,-0.25253,0.74849,0.75541
0.016482,1,-0.25253,0.74849,0.75541
0.025573,1,-0.25253,0.74849,0.75541
0.035518,1,-0.25253,0.74849,0.75541
0.046577,1,-0.25253,0.74849,0.75541
0.059045,1,-0.25253,0.74849,0.75541
0.073249,1,-0.25253,0.74849,0.75541
