5.1287,6.1514,-3.1991,-26.726,4.6754,6.196,21.739,-28.156,20103
1.0327,4.1097,28.302,6.9674,4.347,4.622,-12.157,11.801,5749.3
2.6603,2.3596,5.9351,17.649,4.722,0.65607,20.208,-26.657,8757
1.8101,5.5505,-5.6986,20.526,4.2971,3.2774,-13.77,8.31,5105.9
6.2396,5.3606,1.2349,-24.443,2.0665,4.2052,-6.6886,-27.454,1190.1
3.3493,2.3959,-1.8774,-3.286,0.96847,1.7953,4.1164,9.7487,2008.5
0.87314,0.36125,10.914,-11.815,1.1517,3.1335,0.60448,1.0035,1548.5
6.2348,5.4993,-9.6169,1.2099,1.8464,5.6502,-21.062,-15.273,25038
0.82225,4.4252,-1.6915,9.4956,2.1063,2.8925,-27.149,-3.5834,15111
3.7109,3.0256,-8.1003,20.357,6.1316,3.3645,-3.8005,-8.2473,3697
4.7937,4.3148,16.783,0.97008,4.7636,3.1207,-24.881,14.911,7334.5
5.031,2.498,5.8094,13.445,1.0598,2.6829,-19.072,-8.3317,2310.8
5.2712,5.0682,-25.307,-13.04,5.0977,6.2567,-8.4463,3.1904,35244
2.3076,0.14844,-22.918,9.308,4.5791,0.33331,14.828,24.437,31316
1.1194,3.4149,-6.114,-2.7904,1.7792,3.9411,-19.041,12.216,4263.2
2.1755,5.2191,-16.109,19.615,1.9951,6.1976,-9.7748,5.997,12353
4.8765,1.4137,-18.71,16.998,0.69566,2.7652,21.065,-28.343,11158
0.10808,1.9141,7.1497,-18.482,3.1435,1.2437,7.6532,-6.0354,359.57
0.98113,0.38015,10.869,12.07,1.7955,3.8535,-26.992,-1.0227,11716
0.83567,5.6551,4.4787,-9.3157,5.1503,5.8179,-14.572,20.56,10864
4.6548,5.652,-22.567,0.39449,0.51666,2.5186,25.477,18.728,22311
2.462,4.4383,29.102,22.323,1.5531,5.7001,-16.612,5.5987,19551
2.6296,4.6415,2.2407,2.6171,0.010327,1.1622,-11.139,-14.847,3509.7
1.0362,5.3203,20.14,-26.39,4.2327,2.4403,8.0682,-6.9524,2588.4
3.517,0.9725,3.8313,20.239,5.7505,3.7688,-9.0773,-7.2706,3173
4.3608,0.92683,-20.901,-16.233,5.4438,0.90329,20.533,-3.8138,27776
1.3985,4.3576,-27.023,-16.263,3.1651,4.7025,28.543,11.619,20154
4.4735,5.5375,23.814,-8.1614,3.7292,2.4147,-9.2887,-27.612,18721
2.8475,5.867,15.95,12.918,2.8804,3.0945,13.573,-27.946,24393
3.5812,5.1785,23.302,-24.691,3.1675,2.7001,-26.048,5.4217,10627
4.0027,0.29392,1.4569,27.098,3.1822,5.3728,20.145,-22.124,29973
4.6008,2.1575,-6.0783,5.1143,1.374,1.1472,6.8894,4.1454,3792.6
2.3442,1.9456,26.747,-1.9511,5.9011,4.5122,7.6925,-5.0673,4748.7
2.214,3.0825,-11.555,-11.339,1.5998,2.5434,-12.811,-12.92,7652.1
3.5017,3.4213,-28.469,-0.40475,3.7749,6.2424,18.383,-7.58,13677
2.8628,4.6433,-28.361,8.0207,1.2016,1.9458,-13.09,-2.9941,14516
3.5537,2.3573,-9.0322,-6.7615,1.1974,3.2649,9.1216,-9.4968,4002.1
1.5654,4.6536,15.488,24.12,3.3941,6.0606,-26.715,18.889,31627
2.3228,5.3147,10.142,-2.5302,4.2105,5.9752,27.563,-20.115,23868
4.0638,0.69197,13.342,-27.697,4.034,1.5419,-7.6592,5.4324,1279.9
2.3168,5.2468,18.389,-4.9517,4.1045,3.1371,6.0404,23.933,7793.8
3.4107,4.8432,14.526,-18.104,5.3292,3.3829,17.502,-23.284,4351.6
0.2863,5.0828,3.3763,-9.108,1.4671,1.6829,8.4571,-26.701,1115.4
2.1786,2.0755,27.813,-22.263,3.237,3.3162,-4.5677,23.137,5119.6
2.0839,2.3579,5.518,15.031,5.0432,5.8762,-8.8116,-14.333,19693
1.0972,1.4402,6.0907,-11.49,5.3644,2.3845,-14.055,-17.656,15426
3.5293,0.66751,17.212,-22.158,1.8012,1.0105,1.5769,-21.677,10825
1.7305,3.5157,11.406,-0.46064,2.1167,3.619,26.182,-25.346,6597.1
1.2176,3.7501,-7.0387,16.94,0.69332,4.5607,-6.3381,-12.707,2316.5
1.3719,0.96406,0.13867,19.145,2.6634,1.716,20.433,-10.385,8751.3
5.6476,2.2304,-3.8145,-3.5609,5.2999,1.9994,8.8923,15.479,1892
4.5937,0.63087,-1.1649,-18.138,4.8994,2.6491,18.97,18.819,3243.1
2.3533,4.846,8.3474,-1.9363,3.776,1.8579,-0.33097,3.1887,1061.4
0.099819,0.28002,-1.2637,-25.557,3.9097,1.6403,10.3,-3.439,12243
4.7364,1.3677,-26.262,22.72,0.42012,2.0809,3.8077,-25.861,6730.8
3.7973,1.9319,-1.041,-5.7526,2.6146,6.2084,8.4443,28.703,15978
3.2049,6.1588,-21.317,21.532,6.176,2.4027,-3.3201,9.368,15393
2.4327,0.78096,4.6554,-4.3926,4.8907,1.5843,5.2533,20.742,685.21
1.2947,0.22868,9.9966,0.86431,0.5959,3.7119,-6.8196,-10.616,7952.6
5.9559,3.6852,22.835,-2.6427,2.6812,2.0643,-10.116,-4.048,10989
3.879,3.7121,1.7412,-12.394,0.12639,4.3678,-20.507,21.895,3385.2
1.3369,1.1461,-3.5299,28.164,0.98699,3.0539,21.546,-27.35,14202
5.2314,1.95,16.603,2.1655,3.2697,1.9381,20.69,2.2311,20181
2.4485,1.2968,-13.961,3.1226,5.4463,3.163,28.077,-17.298,13896
5.4954,0.61707,5.4466,-8.1677,5.2145,0.42786,19.106,-12.39,13644
2.9479,1.29,-11.825,-15.392,4.6124,4.0837,-8.694,15.606,16349
2.022,0.27141,12.493,-26.289,1.3776,4.1812,-28.526,-22.782,12098
5.3603,0.54785,-3.5021,5.5391,3.3031,5.2926,6.3871,-17.758,863.61
1.1589,0.15413,-0.24716,-1.2463,6.0297,1.9296,-9.3761,-0.89995,6335
1.7742,1.9042,3.2734,12.807,0.22985,2.2349,6.4507,21.177,3473.9
5.5794,0.81911,-12.618,2.6019,3.4321,1.5733,-28.996,29.936,18511
1.74,0.050264,-0.009813,-7.8129,1.1003,5.1121,2.5177,4.7959,666.24
1.2755,1.4507,7.5381,25.04,0.58744,3.4014,-21.883,-0.69124,4002.3
0.40912,0.66986,-1.4141,-0.71759,5.0739,2.4515,-1.71,10.443,4190.9
5.481,4.1803,25.74,21.999,0.54673,3.792,18.875,-13.675,32567
5.3197,2.6047,-9.3329,12.062,4.2747,2.5955,15.848,-26.808,3276.4
6.049,1.4735,-9.4499,5.0606,1.9645,4.0764,-23.078,-0.55008,3676.8
6.1037,3.5595,10.899,-7.0556,4.492,5.0237,23.689,-17.698,24518
0.048495,0.8348,-6.4746,21.359,1.7767,3.1523,11.542,27.695,2330.5
3.1972,4.7728,-13.956,-28.415,0.20734,2.6601,0.39394,-1.4983,4282.9
6.0635,3.0499,-11.831,4.2134,1.5707,1.8646,-10.802,8.227,572.2
3.2143,5.6376,6.2578,10.06,2.4172,3.6069,-15.315,18.01,4276.9
6.2575,4.2866,22.784,28.404,5.5202,5.9318,1.6373,-18.254,9216.3
1.7064,1.3754,-6.8585,4.6403,5.5364,3.0659,4.635,-9.8393,2335.8
3.6702,2.8723,-1.8632,-12.459,3.7114,1.0582,17.144,-21.469,5724.9
5.9349,5.762,-22.025,-23.176,2.5769,1.9283,27.839,-8.9176,32413
3.3432,1.9025,28.212,8.4967,4.7254,1.4879,-1.466,-9.0289,7769.8
3.2264,4.4568,-18.928,16.868,5.046,2.5177,-18.75,0.46172,21125
1.686,0.9683,-25.85,4.9576,1.7078,1.8746,10.925,-14.029,22228
0.088051,1.1995,-1.5026,-6.2851,5.5055,1.4027,25.854,21.629,14373
4.5514,4.7147,-14.861,1.3093,3.9338,4.5367,5.6605,15.109,3226.4
1.1501,1.05,-0.044612,-13.58,3.0109,4.4256,1.904,10.126,2292.3
1.7036,4.5349,6.6834,23.312,5.8357,4.8451,10.043,-6.5232,350.65
0.035906,5.9998,-9.191,16.678,1.9768,5.0248,-18.299,5.3169,16738
2.146,5.7016,-2.503,24.026,6.1958,3.0503,29.043,23.355,2840.3
5.406,5.6625,0.49322,-10.731,4.4992,4.6791,-3.2982,8.0854,218.28
2.0787,4.851,0.31596,-16.436,1.6498,5.3218,-0.76158,7.4561,1194.2
0.15568,4.7606,-20.897,-7.0288,0.36829,4.0933,13.934,9.8451,8056.4
5.1659,0.20971,-10.921,26.112,2.3098,0.1036,6.1703,25.23,11982
3.8806,4.8686,23.224,-15.773,5.2654,5.6849,1.072,-0.52415,7388.5
5.6126,5.9254,-1.8176,25.203,5.2143,4.6394,7.0743,-3.5123,7535.5
4.776,5.2117,17.635,-18.535,1.1215,2.4406,13.117,-10.907,18113
3.4485,1.504,13.515,18.067,4.9976,2.6284,7.538,18.439,5266.4
4.8634,0.7672,-8.2977,-20.297,4.1431,2.3205,-23.378,10.194,24872
1.7264,4.5419,16.217,-11.796,1.7264,3.2979,-28.831,18.007,9283.8
3.0396,0.338,-0.83664,8.9607,1.1068,2.2048,5.4922,-7.59,2992.6
5.3475,1.4178,-17.696,-2.6361,6.2445,0.41821,12.79,-10.088,11410
1.8911,0.36185,19.486,25.198,0.7083,2.3659,-12.812,22.139,32850
0.43283,1.7934,-6.018,-12.887,5.3822,4.777,18.151,-26.503,8008.7
3.8919,1.2614,3.9361,18.508,1.9641,5.8759,2.388,-23.058,4576.2
1.2677,1.3839,12.869,20.928,1.4527,2.6988,23.751,14.498,14867
5.4141,1.1992,-8.9573,11.827,0.32618,0.9843,-21.656,-21.772,19250
5.5272,5.0711,11.24,24.601,2.9533,5.053,-1.9577,2.3748,11997
0.99373,0.69548,17.545,-26.012,0.32356,4.8918,0.089032,-22.343,6433
2.7174,3.1128,7.0128,2.0688,0.68842,6.2477,-23.267,-0.31509,20387
1.9705,0.71897,26.155,-18.26,0.31053,3.2554,-15.247,-15.546,24236
4.5256,1.6592,8.4218,25.048,4.116,0.049972,-1.5068,-10.435,4624.7
5.3547,1.6062,-7.5731,-4.5916,1.1583,2.8912,8.0373,-22.739,7603.1
5.681,5.8347,14.426,-21.359,2.8523,4.3823,0.72228,-28.09,12319
0.27585,4.7505,17.932,-24.577,3.1767,2.3928,-20.563,15.781,8270.4
3.2018,5.474,-14.459,11.379,2.4714,1.32,24.26,-7.1164,27189
0.31611,5.1961,-9.0128,-22.13,3.5236,1.3102,-5.1773,28.665,21477
0.18493,5.3559,11.339,-10.754,4.3917,5.0791,-7.5353,25.337,6238.6
3.1589,3.7892,21.51,14.437,4.4035,3.6013,21.491,-18.537,6259.9
2.4266,5.0055,-6.1108,-1.4446,1.0513,1.394,18.588,20.366,36778
2.5196,2.301,-11.085,-2.5125,3.9431,0.40096,4.2221,13.048,2824.3
5.0097,4.1108,-2.5534,-14.649,0.25699,1.5076,22.107,-25.086,12325
2.6072,2.6129,25.753,6.553,0.78679,3.4482,-26.482,19.207,5171.2
3.4193,3.173,12.92,3.1587,1.65,4.5092,-4.1574,-2.1028,1141.2
3.4701,5.377,-16.295,2.5502,5.8517,6.2247,10.558,-5.3937,10231
4.1466,2.9172,2.2907,11.738,5.5043,5.2081,20.257,-28.692,3754.4
5.6045,4.8931,13.887,-13.9,3.736,2.8333,-8.5566,12.126,4403.9
2.7271,3.2705,-4.1868,10.757,3.2727,4.5413,19.636,-25.457,4057.7
4.6096,0.28187,0.5584,22.781,0.43951,2.9839,20.651,12.428,12208
3.8587,5.6768,-14.815,-2.1093,0.088767,3.4604,-21.643,1.3016,4629.4
3.5437,1.9757,15.592,-1.7667,2.3372,5.266,-16.471,-21.453,15502
5.2866,5.6552,-11.011,-13.398,0.22731,6.1053,-20.644,1.533,10788
3.4216,4.5683,-18.176,29.34,2.1864,3.4138,-9.3375,-23.445,2410
3.3356,5.2514,23.8,-21.441,5.9328,2.5842,-14.924,7.8685,7740.4
4.7647,5.8249,15.827,12.737,3.5349,3.6979,-29.183,-11.615,18549
4.3086,2.0893,-25.912,-10.437,5.0173,0.40058,-18.437,15.472,27888
1.5709,5.163,4.1298,1.7081,2.8727,2.8649,-1.3777,-13.68,433.25
4.6812,1.1497,21.54,-23.523,5.982,4.1168,4.8264,-10.406,5819.2
4.2493,0.16089,-7.2039,-9.7731,0.47064,2.4437,17.71,9.8259,14359
1.7624,3.7858,0.77117,-9.8584,1.8028,3.2019,-9.482,19.799,1292
2.8936,4.7004,4.9989,-7.9088,5.5691,3.3268,25.126,-19.011,2249.9
1.6217,0.51422,-18.231,3.3765,0.41901,3.6863,22.428,8.1738,9420.6
